TUITIONFEE_IN,TUITIONFEE_OUT,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,ST_FIPS,REGION,LOCALE,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,OTHEREXPENSE_FAM,CONTROL,PREDDEG,ADM_RATE,UGDS,LOCALE2,PCTPELL,PCTFLOAN,ENDOWBEGIN,ENDOWEND,STUFACR,SAT_AVG,C150_4,COMP_ORIG_YR4_RT,COMP_ORIG_YR6_RT,RPY_1YR_RT,COMPL_RPY_1YR_RT,GRAD_DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,MD_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10,MD_EARN_WNE_P6,PCT10_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,PCT90_EARN_WNE_P6,C100_4,INSTNM,CITY,RET_FT4,C200_4
55513.0,55513.0,,45864.0,,,,,,40358.0,39688.0,43733.0,48011.0,52546.0,6.0,8.0,11.0,938.0,17262.0,4632.0,19431.0,5289.0,3987.0,2.0,3.0,0.8398,1242.0,,0.3068,0.418,20785714.0,22800498.0,8.0,,0.6059,0.705202312,0.691099476,0.658634538,0.701183432,27000.0,21500.0,19500.0,19399.0,58152.0,8400.0,24657.0,89129.0,101500.0,43654.0,5100.0,20527.0,67669.0,68400.0,0.5172,Otis College of Art and Design,Los Angeles,0.7293,0.6859
36250.0,36250.0,,27653.0,,,,,,26641.0,34153.0,33153.0,35778.0,34403.0,6.0,8.0,21.0,938.0,13700.0,2871.0,19431.0,4428.0,3609.0,2.0,3.0,0.3539,549.0,,0.4288,0.6034,9210838.0,9369394.0,13.0,,0.4565,0.371335505,0.441489362,0.459962756,0.608391608,23000.0,17750.0,15072.0,15000.0,49697.0,6000.0,28526.0,66867.0,73700.0,36030.0,6700.0,18933.0,53016.0,64600.0,0.4565,Hope International University,Fullerton,0.6818,0.4464
,,,,,,,,,,,,,,6.0,8.0,41.0,,,,,,,2.0,3.0,,19.0,,0.1923,0.3077,672389.0,950389.0,12.0,,,0.171875,0.386666667,0.636363636,PS,20500.0,23656.0,,,83187.0,,56893.0,99108.0,,63310.0,,34326.0,90239.0,,,Palo Alto University,Palo Alto,,
33360.0,33360.0,,,,,,,,,,,,,6.0,8.0,12.0,2028.0,,,18536.0,8568.0,7504.0,2.0,3.0,0.1,346.0,,0.5503,0.7362,11442360.0,11075597.0,3.0,,,0.668,0.714285714,0.429429429,0.436893204,29105.0,23570.0,21976.0,25032.0,52485.0,11300.0,29853.0,66594.0,59700.0,47962.0,10900.0,31166.0,61356.0,56600.0,,Pacific Oaks College,Pasadena,,
35214.0,35214.0,,20979.0,,,,,,14903.0,15897.0,18211.0,20495.0,25182.0,6.0,8.0,41.0,938.0,9471.0,3979.0,19431.0,4428.0,5221.0,2.0,3.0,0.4248,910.0,,0.3337,0.5932,31215552.0,32738045.0,11.0,1093.0,0.5147,0.285310734,0.45021645,0.517520216,0.647651007,27500.0,21482.0,19750.0,19500.0,70484.0,9300.0,38738.0,111035.0,110900.0,52713.0,7200.0,28917.0,94762.0,93900.0,0.3942,Pacific Union College,Angwin,0.875,0.4327
55340.0,55340.0,,25926.0,,,,,,17716.0,17411.0,20169.0,26422.0,38104.0,6.0,8.0,11.0,938.0,16688.0,3550.0,18330.0,5771.0,4418.0,2.0,3.0,0.9486,3247.0,,0.343,0.4274,568233594.0,598743846.0,14.0,1303.0,0.6782,0.641414141,0.695180723,0.659814324,0.730392157,19500.0,19500.0,18000.0,15000.0,78445.0,15900.0,50494.0,122307.0,154800.0,62672.0,11600.0,39217.0,90196.0,146200.0,0.4492,University of the Pacific,Stockton,0.8856,0.6981
66742.0,66742.0,,45409.0,,,,,,36463.0,38065.0,40201.0,42253.0,52946.0,6.0,8.0,21.0,1000.0,23270.0,2500.0,23270.0,2500.0,2500.0,2.0,3.0,0.4985,3629.0,,0.1961,0.3842,1200868000.0,1218871000.0,13.0,1367.0,0.8467,0.695652174,0.830645161,0.694278395,0.746013667,23510.0,21975.0,20500.0,19500.0,82939.0,15200.0,55698.0,126331.0,137800.0,64934.0,13400.0,40029.0,91644.0,112300.0,0.7503,Pepperdine University,Malibu,0.8596,0.8389
62692.0,62692.0,,31663.0,,,,,,9284.0,16361.0,17911.0,22791.0,49894.0,6.0,8.0,21.0,1100.0,21374.0,1300.0,16432.0,1300.0,1300.0,2.0,3.0,0.1666,1191.0,,0.1015,0.217,168248383.0,170000348.0,10.0,,0.8321,,0.891666667,0.810572687,0.842931937,16750.0,12750.0,12911.0,14000.0,69512.0,13200.0,32990.0,95186.0,90700.0,51784.0,5900.0,25217.0,76714.0,60600.0,0.6031,Pitzer College,Claremont,0.9417,0.8914
43550.0,43550.0,,50168.0,,,,,,44837.0,47378.0,49500.0,51106.0,51154.0,6.0,8.0,11.0,938.0,12850.0,3530.0,20232.0,5392.0,4636.0,2.0,3.0,0.8176,3132.0,,0.2273,0.4981,67948300.0,68120443.0,13.0,1278.0,0.7379,0.637179487,0.701724138,0.750507099,0.820678514,22990.0,18548.0,19250.0,19688.0,63998.0,11400.0,37877.0,93468.0,90300.0,54811.0,9800.0,34928.0,81902.0,75400.0,0.6812,Point Loma Nazarene University,San Diego,0.8607,0.7375
62326.0,62326.0,,19424.0,,,,,,5638.0,5444.0,5099.0,15433.0,51240.0,6.0,8.0,21.0,1100.0,20374.0,1500.0,17445.0,1500.0,1500.0,2.0,3.0,0.0676,1638.0,,0.1853,0.0793,2764972000.0,2797022000.0,7.0,1520.0,0.9319,0.919463087,0.919117647,0.808510638,PS,11782.0,5500.0,6500.0,12000.0,77779.0,17200.0,44975.0,118516.0,133700.0,60850.0,5200.0,31993.0,101961.0,81100.0,0.7129,Pomona College,Claremont,0.9587,0.9348
57614.0,57614.0,,22867.0,,,,,,21520.0,18008.0,20649.0,20500.0,32855.0,6.0,8.0,13.0,1700.0,17624.0,3536.0,17424.0,3736.0,4640.0,2.0,3.0,0.8092,2095.0,,0.3511,0.5664,232004342.0,236764512.0,11.0,1231.0,0.7068,0.647845468,0.673960613,0.626642772,0.714105794,26000.0,20656.0,23000.0,20500.0,72690.0,13900.0,44770.0,100345.0,97100.0,61686.0,11000.0,35914.0,80812.0,71700.0,0.6096,University of Redlands,Redlands,0.8146,0.7094
,,,,,,,,,,,,,,6.0,8.0,11.0,,,,,,,2.0,3.0,,712.0,,0.1776,0.6435,31463462.0,41752529.0,7.0,,,0.927835052,0.926056338,0.803951368,0.786885246,20825.0,20825.0,20825.0,20825.0,143238.0,30700.0,104570.0,182822.0,194400.0,143353.0,38600.0,105749.0,171546.0,134300.0,,Samuel Merritt University,Oakland,,
8290.0,20170.0,16174.0,,9655.0,10241.0,14205.0,18176.0,24913.0,,,,,,6.0,8.0,11.0,908.0,21630.0,3244.0,17110.0,5140.0,4800.0,1.0,3.0,0.3444,33654.0,,0.3142,0.2314,398039847.0,433927801.0,22.0,,0.7827,0.74266448,0.759723737,0.609077599,0.671617824,15000.0,12441.0,12500.0,14996.0,64909.0,12600.0,39563.0,94570.0,92000.0,52620.0,10200.0,31326.0,76668.0,70000.0,0.5665,San Diego State University,San Diego,0.9032,0.774
56444.0,56444.0,,31265.0,,,,,,17543.0,18083.0,19998.0,28397.0,46152.0,6.0,8.0,11.0,938.0,18084.0,3978.0,19431.0,6192.0,5220.0,2.0,3.0,0.4675,5619.0,,0.1935,0.3272,652516000.0,673452000.0,14.0,,0.8158,0.785326087,0.816281628,0.748659517,0.789661319,22940.0,20010.0,19911.0,18000.0,86522.0,14500.0,56511.0,125761.0,113700.0,64995.0,10200.0,40510.0,90469.0,86300.0,0.7154,University of San Diego,San Diego,0.8978,0.8038
54550.0,54550.0,,42448.0,,,,,,30283.0,38209.0,43138.0,40423.0,45384.0,6.0,8.0,11.0,1000.0,20200.0,5782.0,17200.0,6100.0,2140.0,2.0,3.0,0.5194,215.0,,0.1584,0.4751,49497000.0,51616000.0,3.0,,0.5246,,,0.508474576,PS,27000.0,,,19500.0,,,,,,23988.0,,15571.0,34387.0,,0.459,San Francisco Conservatory of Music,San Francisco,0.7381,0.7353
7424.0,19304.0,12882.0,,9307.0,10251.0,12916.0,16944.0,22813.0,,,,,,6.0,8.0,11.0,1099.0,17955.0,3978.0,19431.0,6192.0,5319.0,1.0,3.0,0.9615,20033.0,,0.414,0.2543,156882606.0,162031540.0,16.0,,0.5015,0.551049392,0.640867931,0.588930348,0.669147844,15371.0,13145.0,12500.0,13000.0,68077.0,10300.0,38781.0,100910.0,92900.0,52650.0,8700.0,28131.0,77382.0,68200.0,0.2654,San Francisco State University,San Francisco,0.8374,0.5629
58222.0,58222.0,,39495.0,,,,,,31741.0,31759.0,34211.0,39319.0,48576.0,6.0,8.0,11.0,1152.0,17300.0,4752.0,18236.0,4752.0,4350.0,2.0,3.0,0.5077,5697.0,,0.2722,0.4727,502806000.0,509622000.0,12.0,1313.0,0.7113,0.729500471,0.730337079,0.691936263,0.716783217,23000.0,19500.0,19308.0,18500.0,89812.0,18000.0,55032.0,140551.0,122100.0,69951.0,12700.0,42618.0,110657.0,110700.0,0.6368,University of San Francisco,San Francisco,0.801,0.7577
37150.0,37150.0,,25300.0,,,,,,23837.0,22404.0,18555.0,25613.0,30800.0,6.0,8.0,21.0,938.0,13249.0,3978.0,19431.0,6192.0,5220.0,2.0,3.0,0.7682,1021.0,,0.343,0.4731,5290818.0,5960097.0,9.0,,0.6071,0.498525074,0.55942029,0.562616822,0.66,23700.0,14125.0,13567.0,15000.0,56257.0,5800.0,30885.0,79790.0,73400.0,43163.0,6800.0,24597.0,62622.0,67800.0,0.4583,William Jessup University,Rocklin,0.6883,0.6207
7992.0,19872.0,13741.0,,9743.0,9863.0,12948.0,17047.0,23401.0,,,,,,6.0,8.0,11.0,938.0,19866.0,3514.0,19431.0,4910.0,4303.0,1.0,3.0,0.8023,26757.0,,0.3545,0.2075,167381342.0,182635743.0,18.0,,0.6465,0.111701041,0.36351706,0.683465286,0.779224377,15000.0,12000.0,11500.0,13000.0,78988.0,13200.0,48356.0,115546.0,107600.0,62448.0,9800.0,35996.0,90687.0,81500.0,0.3,San Jose State University,San Jose,0.8643,0.7251
59241.0,59241.0,,50959.0,,,,,,36094.0,51894.0,41599.0,30672.0,60212.0,6.0,8.0,12.0,939.0,18984.0,3978.0,19431.0,6192.0,5220.0,2.0,3.0,0.4384,6235.0,,0.1087,0.2445,1471579000.0,1478274000.0,10.0,1417.0,0.8845,0.869947276,0.838983051,0.852713178,0.887530562,19162.0,14472.0,17900.0,17000.0,109183.0,21600.0,70946.0,160882.0,139000.0,91198.0,12700.0,60802.0,123527.0,87000.0,0.8254,Santa Clara University,Santa Clara,0.9359,0.9135
63434.0,63434.0,,38802.0,,,,,,14617.0,14067.0,22440.0,28567.0,51165.0,6.0,8.0,21.0,800.0,20998.0,2000.0,21330.0,2000.0,2000.0,2.0,3.0,0.3394,1077.0,,0.1147,0.2285,460616238.0,478732014.0,11.0,1480.0,0.8712,0.776699029,0.869565217,0.864864865,PS,13500.0,9901.0,12250.0,12500.0,77539.0,9700.0,50918.0,112196.0,95900.0,68027.0,6400.0,40236.0,86125.0,56600.0,0.681,Scripps College,Claremont,0.8808,0.8267
14535.0,14535.0,,,,,,,,,,,,,6.0,8.0,13.0,900.0,4500.0,6700.0,11200.0,7900.0,4200.0,2.0,3.0,1.0,12.0,,0.5417,0.2083,39268.0,45267.0,3.0,,0.3333,,,PS,PS,,,,,28891.0,,15181.0,,,32327.0,,,48878.0,,0.0,Shasta Bible College and Graduate School,Redding,0.0,0.0
38522.0,38522.0,,27923.0,,,,,,22880.0,29551.0,25439.0,29660.0,30193.0,6.0,8.0,13.0,1200.0,11900.0,3000.0,19431.0,4428.0,3609.0,2.0,3.0,0.9903,751.0,,0.4221,0.5807,7425064.0,6836063.0,15.0,,0.4167,0.621019108,0.61618799,0.611922141,0.673202614,18750.0,12500.0,14000.0,13988.0,54340.0,5300.0,34449.0,81376.0,63200.0,51256.0,5400.0,31265.0,71788.0,58800.0,0.3438,Simpson University,Redding,0.6239,0.5114
56134.0,56134.0,,31198.0,,,,,,17981.0,17139.0,24408.0,28746.0,39616.0,6.0,8.0,21.0,938.0,16900.0,3978.0,19431.0,6192.0,5220.0,2.0,3.0,0.8858,2024.0,,0.2381,0.661,184865000.0,170597000.0,10.0,,0.6899,0.628712871,0.640601504,0.710483871,0.811349693,23691.0,23000.0,20500.0,19500.0,78812.0,15500.0,50156.0,121277.0,127400.0,60388.0,10400.0,35608.0,85317.0,76700.0,0.6062,Saint Mary's College of California,Moraga,0.8514,0.7415
8190.0,20070.0,13801.0,,9406.0,11158.0,12751.0,16423.0,22141.0,,,,,,6.0,8.0,21.0,822.0,15770.0,2492.0,19430.0,4890.0,3970.0,1.0,3.0,0.9473,5374.0,,0.3615,0.2701,50212263.0,50615917.0,15.0,,0.6052,0.60629515,0.595997837,0.653160454,0.720389805,16705.0,12000.0,13000.0,14000.0,65986.0,10900.0,42120.0,91892.0,89200.0,52179.0,9100.0,31195.0,73618.0,67100.0,0.4226,Sonoma State University,Rohnert Park,0.7532,0.6152
39950.0,39950.0,,19761.0,,,,,,14906.0,14528.0,17411.0,19543.0,27190.0,6.0,8.0,12.0,935.0,10790.0,5875.0,19430.0,6160.0,5115.0,2.0,3.0,0.647,1975.0,,0.4288,0.8406,9083226.0,16077890.0,16.0,,0.5586,0.127906977,0.473421927,0.584558824,0.646846847,22000.0,14500.0,15145.0,15460.0,59541.0,6800.0,33700.0,85469.0,90700.0,43464.0,7400.0,24295.0,69191.0,69800.0,0.5184,Vanguard University of Southern California,Costa Mesa,0.7365,0.627
53564.0,53564.0,,37535.0,,,,,,42890.0,42269.0,,,24769.0,6.0,8.0,11.0,3920.0,,,13555.0,12340.0,4714.0,2.0,3.0,0.8267,236.0,,0.212,0.228,5221000.0,5725000.0,9.0,,0.7,,,0.483146067,0.537037037,,,,,71909.0,,45640.0,97763.0,,53274.0,,28999.0,69743.0,,0.0,Southern California Institute of Architecture,Los Angeles,0.8214,0.75
68237.0,68237.0,,31927.0,,,,,,15470.0,13692.0,18993.0,29865.0,56347.0,6.0,8.0,11.0,1200.0,19198.0,1818.0,19198.0,1818.0,3690.0,2.0,3.0,0.1002,20817.0,,0.2166,0.2485,7400081000.0,7589079000.0,9.0,1501.0,0.9199,0.837837838,0.875949367,0.758777167,0.806596702,18000.0,16938.0,17000.0,15000.0,92498.0,15800.0,58692.0,141338.0,143900.0,74461.0,13500.0,43204.0,106598.0,125100.0,0.7672,University of Southern California,Los Angeles,0.965,0.9281
28700.0,28700.0,,25032.0,,,,,,16761.0,18508.0,19464.0,25048.0,28063.0,6.0,8.0,42.0,0.0,10700.0,4026.0,19430.0,6242.0,5268.0,2.0,3.0,0.7871,539.0,,0.1977,0.657,29370705.0,30685938.0,10.0,1277.0,0.8202,0.831325301,0.790697674,0.889655172,PS,18000.0,,,18000.0,55619.0,,22141.0,79990.0,,40605.0,,25129.0,52123.0,,0.7978,Thomas Aquinas College,Santa Paula,0.9209,0.8718
15072.0,15072.0,,,,,,,,,,,,,6.0,8.0,21.0,750.0,,,12276.0,2700.0,3096.0,2.0,3.0,,60.0,,0.5513,0.4487,,,9.0,,0.0,,,0.296875,PS,,15625.0,,,37822.0,,16540.0,60117.0,,33779.0,,11326.0,47992.0,,0.0,Epic Bible College & Graduate School,Sacramento,,0.5
51790.0,51790.0,,32926.0,,,,,,24220.0,22301.0,24081.0,30116.0,39455.0,6.0,8.0,22.0,1600.0,16360.0,1400.0,8550.0,2300.0,2800.0,2.0,3.0,0.7986,1310.0,,0.1858,0.5,94513072.0,89005489.0,10.0,1367.0,0.7009,0.750915751,0.744588745,0.784172662,0.832116788,23250.0,12907.0,21249.0,19000.0,64778.0,11900.0,33002.0,97039.0,99100.0,53737.0,7700.0,34958.0,72817.0,65000.0,0.6838,Westmont College,Santa Barbara,0.8682,0.7345
49864.0,49864.0,,29871.0,,,,,,22678.0,30119.0,28096.0,27433.0,35090.0,6.0,8.0,21.0,1000.0,15623.0,1000.0,9300.0,1500.0,1500.0,2.0,3.0,0.8538,812.0,,0.3185,0.5847,126453835.0,129733783.0,8.0,,0.6339,0.62962963,0.724880383,0.618181818,0.68372093,24937.0,18000.0,18767.0,17750.0,59492.0,13700.0,37211.0,83711.0,85500.0,46025.0,6400.0,25053.0,66067.0,59200.0,0.5549,Whittier College,Whittier,0.5285,0.6606
44886.0,44886.0,,28248.0,,,,,,25368.0,27418.0,25615.0,29628.0,34434.0,6.0,8.0,11.0,938.0,14138.0,3978.0,19431.0,6192.0,5220.0,2.0,3.0,0.7287,825.0,,0.4896,0.6141,19155677.0,13613577.0,9.0,,0.5478,0.471428571,0.506849315,0.486902928,0.64,26960.0,24199.0,21500.0,18250.0,65668.0,9500.0,38567.0,87865.0,90100.0,47665.0,5500.0,22932.0,70804.0,65100.0,0.2957,Woodbury University,Burbank,0.7965,0.6087
16900.0,16900.0,,12258.0,,,,,,11309.0,11752.0,12606.0,16250.0,18300.0,6.0,8.0,11.0,300.0,8100.0,6000.0,16700.0,8000.0,12800.0,2.0,3.0,0.6168,157.0,,0.5461,0.0,,,16.0,,0.2,0.317073171,0.608695652,,,,,,,48361.0,,17254.0,88362.0,,17439.0,,9906.0,39402.0,,0.2,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,0.8971,0.2542
9776.0,21848.0,14173.0,,10130.0,10511.0,13658.0,19496.0,21092.0,,,,,,8.0,7.0,33.0,1460.0,9553.0,4410.0,14679.0,4410.0,3105.0,1.0,3.0,,1239.0,,0.3499,0.3341,62674.0,62673.0,14.0,,0.3165,0.278056951,0.277310924,0.386847195,0.586206897,19500.0,12500.0,11701.0,10884.0,44372.0,9500.0,28262.0,64019.0,66100.0,38338.0,5500.0,25385.0,52265.0,47500.0,0.1643,Adams State University,Alamosa,0.5548,0.3636
10017.0,28209.0,19133.0,,16135.0,17083.0,19871.0,22700.0,23355.0,,,,,,8.0,7.0,11.0,1460.0,14920.0,6426.0,14679.0,6426.0,6426.0,1.0,3.0,0.7781,10686.0,,0.2579,0.2515,,,16.0,1119.0,0.474,0.482312666,0.587274291,0.545706371,0.655723159,20500.0,15916.0,14000.0,13971.0,64270.0,21700.0,40026.0,93795.0,157000.0,52475.0,12600.0,32132.0,75221.0,99600.0,0.2797,University of Colorado Denver/Anschutz Medical Campus,Denver,0.7148,0.507
9712.0,20492.0,16431.0,,11562.0,11986.0,14717.0,20289.0,21830.0,,,,,,8.0,7.0,11.0,1400.0,12278.0,4800.0,13500.0,4800.0,4800.0,1.0,3.0,0.9657,8870.0,,0.2625,0.3514,,,15.0,1140.0,0.4534,0.416876574,0.475792988,0.579627404,0.704560476,20000.0,13466.0,12553.0,12522.0,54659.0,10700.0,34957.0,81777.0,84800.0,45766.0,8100.0,29643.0,67651.0,61800.0,0.2824,University of Colorado Colorado Springs,Colorado Springs,0.6712,0.4623
16430.0,41943.0,21480.0,,11251.0,12545.0,17204.0,26247.0,30549.0,,,,,,8.0,7.0,12.0,1200.0,16950.0,3104.0,15470.0,3104.0,2934.0,1.0,3.0,0.8328,31578.0,,0.1477,0.2436,,,19.0,1353.0,0.7503,0.439797923,0.585598207,0.685640165,0.777980694,19500.0,13000.0,13000.0,13000.0,69738.0,12700.0,43748.0,103315.0,99400.0,54939.0,9300.0,34047.0,78762.0,69000.0,0.5793,University of Colorado Boulder,Boulder,0.8917,0.7531
39266.0,39266.0,,25458.0,,,,,,21073.0,19581.0,21574.0,25679.0,29328.0,8.0,7.0,21.0,1000.0,12362.0,1614.0,11100.0,1614.0,1614.0,2.0,3.0,,5363.0,,0.329,0.4192,6129395.0,9045950.0,15.0,,0.5532,0.249224405,0.266477675,0.442048518,0.687817259,28312.0,9977.0,16850.0,16750.0,50416.0,10400.0,30894.0,78791.0,82900.0,41623.0,7400.0,22745.0,62695.0,66000.0,0.4934,Colorado Christian University,Lakewood,0.789,0.5857
67932.0,67932.0,,31678.0,,,,,,9732.0,13987.0,17051.0,25254.0,51525.0,8.0,7.0,11.0,1240.0,15228.0,2728.0,15228.0,2728.0,1498.0,2.0,3.0,0.2003,2139.0,,0.1381,0.2427,822930608.0,877556682.0,9.0,1445.0,0.86,0.777777778,0.853881279,0.852842809,0.87012987,18257.0,10474.0,14026.0,15000.0,65222.0,9100.0,39898.0,98182.0,84500.0,47611.0,7600.0,23990.0,72325.0,53600.0,0.7661,Colorado College,Colorado Springs,0.9476,0.8574
21186.0,44376.0,29240.0,,19231.0,19616.0,25347.0,30370.0,33931.0,,,,,,8.0,7.0,21.0,1500.0,16820.0,2500.0,14679.0,3276.0,3105.0,1.0,3.0,0.5971,5801.0,,0.1333,0.3363,322221638.0,351756085.0,17.0,1403.0,0.7944,0.7734375,0.810725552,0.880993151,0.950289017,23000.0,18441.0,17500.0,17143.0,97335.0,25400.0,69672.0,130454.0,136700.0,82950.0,19600.0,61464.0,101708.0,113400.0,0.6593,Colorado School of Mines,Golden,0.9298,0.8415
12896.0,33751.0,20332.0,,11333.0,11654.0,14611.0,23048.0,28684.0,,,,,,8.0,7.0,12.0,1200.0,15606.0,2737.0,14679.0,2737.0,2737.0,1.0,3.0,0.8959,25148.0,,0.1889,0.3089,549312222.0,598773948.0,17.0,,0.6691,0.555029319,0.642487047,0.656979124,0.734497014,20000.0,14822.0,15000.0,14513.0,60543.0,11700.0,40471.0,88212.0,89900.0,49748.0,10100.0,32677.0,70958.0,64700.0,0.4714,Colorado State University-Fort Collins,Fort Collins,0.8483,0.7046
12760.0,12760.0,,14954.0,,,,,,14778.0,15345.0,16508.0,17976.0,20223.0,8.0,7.0,11.0,,,,9311.0,2289.0,2059.0,3.0,3.0,,25932.0,,0.6832,0.707,,,29.0,,0.1761,0.197844828,0.179723908,0.213137963,0.324238651,29832.0,10500.0,17188.0,17000.0,37180.0,11800.0,18869.0,57737.0,101900.0,30406.0,5700.0,14053.0,49999.0,77500.0,0.1092,Colorado Technical University-Colorado Springs,Colorado Springs,0.4399,0.2026
59340.0,59340.0,,36037.0,,,,,,20820.0,21648.0,28981.0,30753.0,46428.0,8.0,7.0,11.0,1000.0,17049.0,3147.0,17049.0,3147.0,3147.0,2.0,3.0,0.7119,6059.0,,0.1471,0.3011,990340196.0,1022729305.0,10.0,1344.0,0.7795,0.692118227,0.694813028,0.661691542,0.742290749,21844.0,15250.0,19500.0,18500.0,71155.0,13000.0,45159.0,107151.0,105000.0,57118.0,11700.0,36207.0,80443.0,78500.0,0.6939,University of Denver,Denver,0.8772,0.7682
9670.0,20798.0,17339.0,,17272.0,17612.0,19105.0,16703.0,16310.0,,,,,,8.0,7.0,32.0,1240.0,13390.0,4112.0,14678.0,4112.0,3184.0,1.0,3.0,0.932,3070.0,,0.361,0.2914,15010898.0,15756815.0,14.0,1084.0,0.4315,0.394977169,0.430540827,0.542253521,0.650986343,18389.0,9818.0,8250.0,8750.0,46349.0,7100.0,28571.0,68747.0,71900.0,36352.0,6400.0,22222.0,53016.0,52600.0,0.3016,Fort Lewis College,Durango,0.6261,0.4592
9712.0,24312.0,15331.0,,11547.0,11755.0,15061.0,18182.0,20288.0,,,,,,8.0,7.0,13.0,1800.0,11760.0,3275.0,10341.0,3275.0,3275.0,1.0,3.0,0.8139,7604.0,,0.274,0.3322,42109580.0,49600457.0,18.0,1070.0,0.4152,0.283340817,0.303413401,0.436406824,0.653114187,22000.0,12000.0,12000.0,10950.0,45823.0,8600.0,26727.0,67577.0,73500.0,39223.0,6100.0,25399.0,57754.0,62700.0,0.2784,Colorado Mesa University,Grand Junction,0.7518,0.4761
10780.0,29503.0,14294.0,,12364.0,12005.0,13276.0,19263.0,21812.0,,,,,,8.0,7.0,11.0,1460.0,,,14679.0,6120.0,5949.0,1.0,3.0,0.9914,14932.0,,0.3508,0.2964,19765432.0,26536459.0,14.0,1014.0,0.2989,0.307603687,0.355335968,0.407368329,0.576077132,21500.0,13643.0,12551.0,11000.0,52093.0,8200.0,30445.0,75678.0,76500.0,45391.0,7400.0,28074.0,64181.0,59800.0,0.1278,Metropolitan State University of Denver,Denver,0.7037,0.3357
34600.0,34600.0,,28862.0,,,,,,20428.0,21626.0,26342.0,40662.0,43733.0,8.0,7.0,12.0,1253.0,10696.0,4761.0,14679.0,4762.0,4762.0,2.0,3.0,0.94,368.0,,0.5656,0.551,4510367.0,4613108.0,9.0,,0.4595,0.455882353,0.495798319,0.54,0.627906977,24712.0,19250.0,13306.0,10000.0,28720.0,2500.0,14346.0,51332.0,51400.0,21841.0,1800.0,9849.0,38078.0,40700.0,0.1892,Naropa University,Boulder,0.5714,0.3421
10002.0,10002.0,,,,,,,,,,,,,8.0,7.0,11.0,990.0,,,9450.0,3471.0,3471.0,2.0,3.0,,336.0,,0.1449,0.1572,2721118.0,2708902.0,6.0,,,0.191489362,0.303797468,0.361764706,0.391752577,34787.0,13905.0,19779.0,22959.0,41450.0,6500.0,24161.0,65007.0,76900.0,37119.0,6100.0,22360.0,61304.0,56800.0,,Nazarene Bible College,Colorado Springs,,0.0
12010.0,26204.0,18457.0,,14505.0,15864.0,16792.0,19842.0,22647.0,,,,,,8.0,7.0,12.0,1200.0,15230.0,3238.0,14678.0,3790.0,3620.0,1.0,3.0,0.8643,5693.0,,0.2619,0.3968,101029881.0,112357918.0,14.0,1077.0,0.5134,0.498178506,0.54993033,0.571298819,0.674863388,20470.0,14000.0,12750.0,14000.0,52231.0,11100.0,35297.0,71676.0,74500.0,43756.0,10400.0,29857.0,58982.0,58200.0,0.3693,University of Northern Colorado,Greeley,0.7441,0.5304
43980.0,43980.0,,22689.0,,,,,,18252.0,19039.0,21418.0,24108.0,29220.0,8.0,7.0,11.0,1460.0,14618.0,3350.0,14678.0,3350.0,3178.0,2.0,3.0,0.8727,2599.0,,0.2615,0.4562,86329241.0,87852578.0,9.0,,0.6111,0.402195609,0.489110708,0.542591979,0.724550898,25000.0,20625.0,21500.0,17501.0,72105.0,15100.0,44693.0,108313.0,99900.0,64557.0,11900.0,42180.0,91003.0,88000.0,0.5056,Regis University,Denver,0.7523,0.633
23720.0,23720.0,,28037.0,,,,,,23444.0,26409.0,28579.0,31693.0,32376.0,8.0,7.0,21.0,1591.0,,,13304.0,2832.0,2996.0,3.0,3.0,,1878.0,,0.4599,0.6029,,,12.0,,0.3651,0.26076555,0.257995736,0.482142857,0.592783505,31000.0,9500.0,9500.0,10110.0,42958.0,5400.0,22213.0,64437.0,66600.0,30280.0,5500.0,14294.0,48079.0,48300.0,0.2381,Rocky Mountain College of Art and Design,Lakewood,0.5779,0.4342
9401.0,17242.0,12948.0,,9687.0,11346.0,13322.0,18690.0,19746.0,,,,,,8.0,7.0,12.0,1460.0,11596.0,4738.0,14680.0,4738.0,4738.0,1.0,3.0,0.9984,3028.0,,0.2785,0.25,24292591.0,25391925.0,16.0,1005.0,0.3798,0.379073756,0.414655172,0.46668343,0.627611263,21500.0,16590.0,13662.0,13000.0,55563.0,10000.0,34654.0,84507.0,71000.0,43053.0,7700.0,27435.0,61359.0,61400.0,0.2191,Colorado State University Pueblo,Pueblo,0.6501,0.4209
,,,,,,,,,,,,,,8.0,0.0,41.0,,,,,,,1.0,3.0,0.1393,4124.0,,,,127842170.0,129182281.0,7.0,1362.0,0.8814,,,,,,,,,,,,,,,,,,,0.8602,United States Air Force Academy,USAF Academy,0.9551,0.8609
