TUITIONFEE_IN,TUITIONFEE_OUT,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,ST_FIPS,REGION,LOCALE,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,OTHEREXPENSE_FAM,CONTROL,PREDDEG,ADM_RATE,UGDS,LOCALE2,PCTPELL,PCTFLOAN,ENDOWBEGIN,ENDOWEND,STUFACR,SAT_AVG,C150_4,COMP_ORIG_YR4_RT,COMP_ORIG_YR6_RT,RPY_1YR_RT,COMPL_RPY_1YR_RT,GRAD_DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,MD_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10,MD_EARN_WNE_P6,PCT10_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,PCT90_EARN_WNE_P6,C100_4,INSTNM,CITY,RET_FT4,C200_4
19280.0,19280.0,,18062.0,,,,,,14058.0,15675.0,18309.0,19476.0,23067.0,28.0,5.0,42.0,1200.0,9040.0,3738.0,9040.0,4506.0,4506.0,2.0,3.0,1.0,536.0,,0.2623,0.3094,18062246.0,19210598.0,15.0,1047.0,0.512,0.484126984,0.272222222,0.565957447,0.68,18534.0,13891.0,13875.0,12388.0,40421.0,10200.0,28608.0,51437.0,49800.0,35401.0,11600.0,26664.0,46528.0,37900.0,0.44,Blue Mountain Christian University,Blue Mountain,0.7444,0.5818
8605.0,8605.0,13778.0,,11183.0,11200.0,15514.0,17418.0,17117.0,,,,,,28.0,5.0,33.0,1500.0,8427.0,4000.0,8500.0,5000.0,4200.0,1.0,3.0,0.9968,1613.0,,0.4314,0.4944,34370961.0,35794484.0,11.0,1091.0,0.4686,0.383008357,0.219072165,0.522839072,0.647558386,20390.0,15000.0,15000.0,14806.0,41991.0,8400.0,24798.0,59444.0,66300.0,36265.0,7900.0,21555.0,49869.0,54000.0,0.305,Delta State University,Cleveland,0.7358,0.4455
9090.0,10110.0,20191.0,,19018.0,19006.0,22679.0,26845.0,23333.0,,,,,,28.0,5.0,12.0,1400.0,11782.0,10716.0,11782.0,10716.0,10716.0,1.0,3.0,0.9103,4769.0,,0.6838,0.7804,48933270.0,54082842.0,15.0,974.0,0.3219,0.351160444,0.372609819,0.372774869,0.487139517,30470.0,26250.0,20914.0,18318.0,39060.0,9200.0,23528.0,56884.0,63100.0,30530.0,6100.0,16853.0,46019.0,47600.0,0.1899,Jackson State University,Jackson,0.6845,0.4111
43815.0,43815.0,,25291.0,,,,,,20651.0,20231.0,26671.0,26007.0,32686.0,28.0,5.0,12.0,650.0,14210.0,1792.0,14058.0,1944.0,1944.0,2.0,3.0,0.4903,580.0,,0.3557,0.6124,98495928.0,103359546.0,9.0,,0.5546,0.176470588,0.6875,0.750809062,0.797297297,27000.0,18250.0,16162.0,21500.0,53848.0,13800.0,36701.0,83784.0,89800.0,46137.0,9100.0,29122.0,65844.0,67200.0,0.5775,Millsaps College,Jackson,0.7348,0.6154
9412.0,26980.0,13164.0,,8030.0,9213.0,15525.0,19319.0,20769.0,,,,,,28.0,5.0,33.0,1200.0,12040.0,6300.0,12400.0,6300.0,6300.0,1.0,3.0,0.9778,18995.0,,0.2241,0.3292,780800661.0,835676847.0,17.0,1187.0,0.6849,0.473365966,0.494428152,0.592392392,0.711319218,20000.0,16500.0,15000.0,15000.0,50994.0,13200.0,33733.0,78452.0,96700.0,45336.0,11000.0,29482.0,65926.0,72300.0,0.552,University of Mississippi,University,0.8793,0.6964
8092.0,8092.0,13198.0,,11376.0,13027.0,11964.0,18894.0,18012.0,,,,,,28.0,5.0,33.0,1600.0,8387.0,4800.0,8400.0,4800.0,4800.0,1.0,3.0,1.0,1593.0,,0.4159,0.4087,61567784.0,65481234.0,10.0,1050.0,0.3779,0.584131327,0.58839779,0.531827515,0.627478754,15000.0,15800.0,12500.0,12500.0,46128.0,9800.0,30451.0,71918.0,73400.0,47458.0,7900.0,29705.0,79608.0,58200.0,0.2442,Mississippi University for Women,Columbus,0.7167,0.4549
7912.0,7912.0,11812.0,,11034.0,12613.0,14074.0,12513.0,10335.0,,,,,,28.0,5.0,42.0,2000.0,8112.0,3130.0,8956.0,5695.0,5415.0,1.0,3.0,0.5116,1326.0,,0.5955,0.5393,3263283.0,3697118.0,13.0,910.0,0.2214,0.11323764,0.199134199,0.356989247,0.43537415,28413.0,21113.0,17000.0,13000.0,31919.0,5300.0,20156.0,47197.0,46600.0,25817.0,4300.0,13731.0,41111.0,39400.0,0.1393,Mississippi Valley State University,Itta Bena,0.5756,0.2764
21698.0,21698.0,,20911.0,,,,,,18767.0,17892.0,22204.0,24054.0,22565.0,28.0,5.0,21.0,1800.0,12700.0,5167.0,13037.0,5583.0,5339.0,2.0,3.0,0.4887,2423.0,,0.2617,0.3477,102545404.0,99277607.0,14.0,1120.0,0.6281,0.514726508,0.515191546,0.586941093,0.705794948,22500.0,15750.0,17000.0,19500.0,47485.0,11700.0,30526.0,70680.0,77200.0,42011.0,10000.0,27884.0,59647.0,58800.0,0.5374,Mississippi College,Clinton,0.8027,0.629
9815.0,26580.0,15501.0,,11968.0,12879.0,16750.0,19608.0,20463.0,,,,,,28.0,5.0,33.0,1200.0,12293.0,6146.0,12516.0,6146.0,6146.0,1.0,3.0,0.7632,18092.0,,0.2864,0.392,639484617.0,709409459.0,16.0,1220.0,0.6291,0.494047619,0.547531735,0.60818608,0.751021925,22142.0,16750.0,15295.0,16500.0,51513.0,14400.0,33648.0,77474.0,82500.0,43487.0,10200.0,28834.0,64050.0,61900.0,0.4279,Mississippi State University,Mississippi State,0.8285,0.6132
13840.0,13840.0,,8751.0,,,,,,8487.0,7178.0,11635.0,9226.0,7027.0,28.0,5.0,32.0,500.0,5980.0,3000.0,4400.0,2850.0,2950.0,2.0,3.0,0.3469,428.0,,0.6876,0.6346,42759949.0,45787334.0,11.0,,0.2695,0.249211356,0.290410959,0.180354267,0.298245614,26159.0,13932.0,12000.0,15000.0,32275.0,6200.0,18916.0,47214.0,45200.0,25641.0,2800.0,13188.0,37940.0,34100.0,0.2411,Rust College,Holly Springs,0.0952,0.2468
9618.0,11618.0,14224.0,,12798.0,11574.0,16248.0,18212.0,19561.0,,,,,,28.0,5.0,13.0,840.0,11664.0,4980.0,9868.0,5196.0,5480.0,1.0,3.0,0.9938,9899.0,,0.4659,0.4999,130594735.0,140221302.0,15.0,1120.0,0.5058,0.219636595,0.375221239,0.518114222,0.651006711,22500.0,14550.0,14000.0,14000.0,44140.0,10400.0,28070.0,66054.0,74400.0,37710.0,9300.0,23698.0,54205.0,56800.0,0.3437,University of Southern Mississippi,Hattiesburg,0.705,0.5331
11398.0,11398.0,,15663.0,,,,,,14824.0,15342.0,21637.0,21470.0,22070.0,28.0,5.0,12.0,1400.0,7544.0,4440.0,6400.0,4400.0,4400.0,2.0,3.0,0.5319,681.0,,0.618,0.5799,26434602.0,27120612.0,14.0,,0.3231,0.195238095,0.411764706,0.357917571,0.545454546,30046.0,25000.0,21486.0,15830.0,34724.0,8000.0,20123.0,51844.0,61500.0,25777.0,4900.0,12202.0,38817.0,44700.0,0.2974,Tougaloo College,Tougaloo,0.7109,0.3506
14685.0,14685.0,,17052.0,,,,,,15423.0,16219.0,15717.0,18865.0,19800.0,28.0,5.0,13.0,1899.0,7599.0,6885.0,7599.0,6885.0,6885.0,2.0,3.0,0.5797,1818.0,,0.2458,0.2549,28399508.0,30896691.0,13.0,1120.0,0.4083,0.397333333,0.445767196,0.537078652,0.638297872,20832.0,16666.0,15295.0,15000.0,43087.0,8200.0,26279.0,65483.0,72500.0,37639.0,6700.0,21335.0,55663.0,64500.0,0.3195,William Carey University,Hattiesburg,0.8035,0.607
38672.0,38672.0,,16939.0,,,,,,13998.0,13672.0,15084.0,19985.0,20868.0,29.0,4.0,11.0,1190.0,9065.0,3410.0,10846.0,3410.0,3410.0,2.0,3.0,0.5954,1192.0,,0.4908,0.8517,16273905.0,15093619.0,13.0,942.0,0.4262,0.437799043,0.523041475,0.452784504,0.612068966,25000.0,19000.0,18250.0,19500.0,52773.0,13200.0,36172.0,75165.0,75600.0,48975.0,11400.0,31964.0,67070.0,57300.0,0.2623,Avila University,Kansas City,0.6831,0.396
16230.0,16230.0,,21887.0,,,,,,19958.0,19855.0,22326.0,23839.0,24482.0,29.0,4.0,12.0,1100.0,8260.0,4500.0,7000.0,4100.0,8500.0,2.0,3.0,,342.0,,0.4891,0.7117,385695.0,415784.0,12.0,,0.3824,0.308411215,0.348314607,0.508,0.636363636,26168.0,13000.0,13500.0,20500.0,38641.0,4400.0,25006.0,52102.0,62600.0,30600.0,6000.0,17262.0,43868.0,41400.0,0.2353,Mission University,Springfield,0.7049,0.3068
15599.0,15599.0,,,,,,,,,,,,,29.0,4.0,12.0,1700.0,,,12576.0,2752.0,1472.0,2.0,3.0,0.7143,634.0,,0.3491,0.7411,,,8.0,,1.0,0.72246696,0.600719424,0.538752363,0.721254355,20000.0,18750.0,18240.0,17000.0,56867.0,16700.0,32349.0,78575.0,69900.0,58703.0,10500.0,38233.0,78566.0,60700.0,0.0,Cox College,Springfield,,0.0
13692.0,13692.0,,12860.0,,,,,,9571.0,11240.0,14497.0,16007.0,16444.0,29.0,4.0,11.0,794.0,6304.0,1680.0,14835.0,13155.0,5598.0,2.0,3.0,0.7091,170.0,,0.3584,0.2699,529932.0,453110.0,8.0,1008.0,0.5263,0.230769231,0.375,0.481481482,0.628571429,20839.0,10927.0,11806.0,18625.0,45421.0,,29708.0,66219.0,,33144.0,,14704.0,47471.0,,0.3529,Calvary University,Kansas City,0.6154,0.3704
11200.0,11200.0,,13866.0,,,,,,12073.0,10293.0,13446.0,18725.0,19788.0,29.0,4.0,32.0,1240.0,9400.0,2965.0,13576.0,11629.0,11629.0,2.0,3.0,,145.0,,0.5316,0.462,1634652.0,2090766.0,10.0,,0.4091,0.341176471,0.326732673,0.504545455,0.64,17500.0,11000.0,8911.0,11000.0,34675.0,,21423.0,48802.0,,30223.0,3700.0,15793.0,43268.0,41100.0,0.2121,Central Christian College of the Bible,Moberly,0.8,0.5152
27140.0,27140.0,,25477.0,,,,,,22570.0,24407.0,24195.0,28138.0,28601.0,29.0,4.0,42.0,1000.0,8910.0,7350.0,8140.0,7350.0,7350.0,2.0,3.0,0.879,1015.0,,0.3698,0.6386,45882023.0,48306495.0,11.0,1090.0,0.525,0.424686192,0.470531401,0.542635659,0.63002681,17619.0,12876.0,13750.0,13100.0,48991.0,11200.0,34222.0,74400.0,58200.0,43860.0,11200.0,31377.0,69089.0,53300.0,0.437,Central Methodist University-College of Liberal Arts and Sciences,Fayette,0.6473,0.5018
9739.0,18064.0,15336.0,,11862.0,12458.0,14997.0,17915.0,18752.0,,,,,,29.0,4.0,32.0,1250.0,10206.0,2608.0,10206.0,2608.0,3030.0,1.0,3.0,0.6861,5653.0,,0.2565,0.3619,65431590.0,73753612.0,19.0,1090.0,0.494,0.504266212,0.50726979,0.475985354,0.619831036,21000.0,15508.0,16500.0,15500.0,49560.0,11500.0,34032.0,71073.0,72300.0,41593.0,10100.0,28090.0,58968.0,53300.0,0.3604,University of Central Missouri,Warrensburg,0.704,0.532
24326.0,24326.0,,24051.0,,,,,,26212.0,21960.0,24477.0,21728.0,21856.0,29.0,4.0,12.0,480.0,8874.0,5248.0,8874.0,5280.0,5248.0,2.0,3.0,,5359.0,,0.4412,0.4259,179655066.0,169372373.0,20.0,,0.4567,0.221202608,0.26191349,0.27749731,0.510405257,23879.0,14250.0,15750.0,14289.0,45378.0,9900.0,26967.0,67837.0,79300.0,40747.0,7700.0,22555.0,59021.0,63400.0,0.3042,Columbia College,Columbia,0.674,0.2814
25208.0,25208.0,,33216.0,,,,,,,,33216.0,,,29.0,4.0,43.0,650.0,14990.0,1850.0,,,,2.0,3.0,1.0,32.0,,0.1154,0.1923,8297243.0,8380469.0,5.0,1250.0,0.6429,,0.5,PS,PS,,,,,50430.0,,36254.0,63401.0,,33606.0,,22197.0,46141.0,,0.6429,Conception Seminary College,Conception,1.0,0.3684
26209.0,26209.0,,18154.0,,,,,,17399.0,16718.0,18588.0,18591.0,20118.0,29.0,4.0,33.0,1188.0,9450.0,2808.0,8032.0,2808.0,2808.0,2.0,3.0,0.6631,266.0,,0.4534,0.5627,106709123.0,110107244.0,6.0,1190.0,0.6145,0.472,0.490196078,0.54368932,0.666666667,19043.0,9500.0,9125.0,12000.0,35422.0,7500.0,20139.0,54483.0,52800.0,32903.0,6400.0,20763.0,45453.0,42900.0,0.3833,Cottey College,Nevada,0.6129,0.7391
29915.0,29915.0,,22080.0,,,,,,16859.0,18483.0,22385.0,24019.0,24597.0,29.0,4.0,43.0,1100.0,9505.0,3948.0,9874.0,5560.0,5460.0,2.0,3.0,0.98,884.0,,0.3578,0.6789,34714829.0,38248482.0,17.0,1020.0,0.5017,0.481967213,0.52233677,0.447154472,0.579787234,26000.0,14875.0,16000.0,15000.0,46092.0,13800.0,32798.0,61858.0,68300.0,40673.0,12400.0,27288.0,55191.0,50800.0,0.4323,Culver-Stockton College,Canton,0.673,0.4923
35235.0,35235.0,,21523.0,,,,,,17073.0,17104.0,19602.0,23003.0,25628.0,29.0,4.0,12.0,1200.0,10486.0,3700.0,10486.0,3700.0,3700.0,2.0,3.0,0.5887,1367.0,,0.272,0.528,96442572.0,84107752.0,13.0,1212.0,0.6602,0.351981352,0.374743326,0.399568966,0.563436563,20979.0,12500.0,12000.0,15250.0,40694.0,7400.0,22819.0,61963.0,66800.0,37508.0,5900.0,22351.0,53946.0,49400.0,0.4345,Drury University,Springfield,0.7711,0.6064
27192.0,27192.0,,18705.0,,,,,,13335.0,16026.0,18882.0,19692.0,21472.0,29.0,4.0,12.0,816.0,9176.0,3736.0,7264.0,3736.0,3736.0,2.0,3.0,0.693,1205.0,,0.3612,0.8989,23680777.0,24074556.0,12.0,,0.648,0.512658228,0.575031526,0.573321555,0.696324952,24736.0,15764.0,18750.0,18196.0,46573.0,6100.0,30919.0,66982.0,65700.0,39332.0,6900.0,25411.0,52047.0,55700.0,0.5391,Evangel University,Springfield,0.793,0.5762
28976.0,28976.0,,18251.0,,,,,,13464.0,14682.0,20742.0,23296.0,25373.0,29.0,4.0,21.0,1000.0,11232.0,5594.0,8600.0,7428.0,7428.0,2.0,3.0,0.9503,632.0,,0.4795,0.6462,14138749.0,10570311.0,9.0,,0.5683,0.578571429,0.644859813,0.43620178,0.55010225,25000.0,18730.0,15000.0,17750.0,48825.0,12400.0,33436.0,68930.0,81800.0,44150.0,11300.0,33177.0,58779.0,64500.0,0.4388,Fontbonne University,Saint Louis,0.6409,0.618
26880.0,26880.0,,21123.0,,,,,,9571.0,12221.0,19304.0,22094.0,23435.0,29.0,4.0,33.0,1200.0,9400.0,3600.0,9000.0,5300.0,5300.0,2.0,3.0,0.5874,381.0,,0.2935,0.4391,10060790.0,10367549.0,7.0,1020.0,0.4431,0.509090909,0.468227425,0.581081081,0.698473282,18599.0,12707.0,15000.0,15000.0,42643.0,12800.0,31422.0,63797.0,64400.0,41185.0,9000.0,30840.0,57546.0,49300.0,0.3133,Hannibal-LaGrange University,Hannibal,0.7925,0.3611
6442.0,11074.0,13459.0,,12412.0,13088.0,15521.0,19501.0,19616.0,,,,,,29.0,4.0,11.0,800.0,10084.0,7914.0,8926.0,7914.0,7914.0,1.0,3.0,,1086.0,,0.7288,0.6153,1613116.0,3334255.0,14.0,,0.2741,0.187739464,0.198492462,0.153266332,0.399038462,25930.0,13914.0,13000.0,10500.0,31088.0,6100.0,15173.0,46993.0,53900.0,26634.0,3900.0,14198.0,40920.0,43200.0,0.1351,Harris-Stowe State University,Saint Louis,0.6856,0.2151
,,,,,,,,,,,,,,29.0,4.0,11.0,,,,,,,2.0,3.0,,426.0,,0.2458,0.6651,41674716.0,39204990.0,6.0,,,0.880466472,0.90625,0.799709724,0.839669422,16750.0,20924.0,15000.0,15000.0,84393.0,18800.0,56864.0,107437.0,84600.0,71761.0,18400.0,58353.0,87439.0,75200.0,,Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,,
43550.0,43550.0,,29555.0,,,,,,27374.0,25954.0,27533.0,29454.0,34880.0,29.0,4.0,11.0,800.0,12900.0,2050.0,10000.0,3300.0,2900.0,2.0,3.0,0.6035,782.0,,0.4173,0.7019,72034483.0,76784434.0,10.0,,0.6491,0.607734807,0.614973262,0.543956044,0.62962963,27000.0,25125.0,19682.0,19500.0,37032.0,3400.0,21301.0,53512.0,48400.0,25529.0,3700.0,14330.0,38069.0,45600.0,0.5263,Kansas City Art Institute,Kansas City,0.754,0.6207
9290.0,16882.0,12484.0,,9052.0,10454.0,18340.0,19355.0,21265.0,,,,,,29.0,4.0,13.0,2000.0,10552.0,3554.0,7524.0,3864.0,3624.0,1.0,3.0,,1357.0,,0.463,0.4665,2852874.0,3130947.0,13.0,,0.221,0.240659341,0.277936963,0.257636888,0.487414188,28875.0,21000.0,14868.0,20250.0,39463.0,6900.0,24649.0,56230.0,57700.0,32185.0,5000.0,18607.0,46572.0,46600.0,0.1038,Lincoln University,Jefferson City,0.5046,0.2799
21100.0,21100.0,,18516.0,,,,,,14581.0,15129.0,17960.0,18796.0,20715.0,29.0,4.0,13.0,1400.0,10800.0,2900.0,16200.0,2900.0,2900.0,2.0,3.0,0.6586,4748.0,,0.2889,0.5181,184148418.0,188685883.0,13.0,1120.0,0.5032,0.464899362,0.482708934,0.460751665,0.589108911,26000.0,21875.0,20825.0,20000.0,53278.0,12200.0,35718.0,77533.0,76800.0,45711.0,10400.0,30054.0,63992.0,61400.0,0.3747,Lindenwood University,Saint Charles,0.7306,0.5378
9000.0,9000.0,,18094.0,,,,,,10517.0,24276.0,10034.0,20426.0,24276.0,29.0,4.0,21.0,1500.0,,,11848.0,10504.0,10504.0,2.0,3.0,0.9,258.0,,0.4,0.6452,29747996.0,29970825.0,9.0,998.0,0.0,0.595744681,0.578947368,0.428571429,0.396551724,10250.0,7120.0,8923.0,9540.0,55838.0,6700.0,24680.0,89221.0,89200.0,42378.0,6400.0,17409.0,62907.0,78100.0,0.0,Logan University,Chesterfield,0.5,
27166.0,27166.0,,26047.0,,,,,,21213.0,21377.0,23346.0,28455.0,30216.0,29.0,4.0,21.0,,13300.0,4300.0,12000.0,5600.0,5600.0,2.0,3.0,0.9369,5988.0,,0.3555,0.5426,68302541.0,68824391.0,13.0,,0.7152,0.552447552,0.589984351,0.538461539,0.702811245,22000.0,9000.0,10600.0,13000.0,62105.0,15500.0,42105.0,83389.0,83900.0,55047.0,14100.0,37098.0,72311.0,67900.0,0.6142,Maryville University of Saint Louis,Saint Louis,0.8273,0.7402
9400.0,9400.0,,25140.0,,,,,,23177.0,25389.0,25809.0,26718.0,31765.0,29.0,4.0,11.0,1004.0,11310.0,4464.0,13839.0,5585.0,5585.0,2.0,3.0,0.9433,791.0,,0.3092,0.2626,26749841.0,30581377.0,16.0,,0.7,0.351851852,0.586206897,0.62962963,PS,15675.0,10125.0,11000.0,7375.0,50535.0,,33088.0,65816.0,,39712.0,,25011.0,57888.0,,0.3333,Midwestern Baptist Theological Seminary,Kansas City,0.6452,0.3636
33122.0,33122.0,,25807.0,,,,,,23437.0,24367.0,24627.0,26652.0,27950.0,29.0,4.0,21.0,1298.0,14340.0,3260.0,9466.0,4843.0,4843.0,2.0,3.0,0.641,1452.0,,0.1271,0.2285,4702162.0,4879038.0,21.0,983.0,0.4819,0.456810631,0.480541455,0.438045375,0.593824228,22500.0,19000.0,18098.0,15000.0,46660.0,10100.0,33739.0,66153.0,60000.0,38997.0,8000.0,26552.0,55483.0,52800.0,0.3347,Missouri Baptist University,Saint Louis,0.6656,0.4229
8400.0,16800.0,11653.0,,9021.0,10467.0,12646.0,15035.0,15196.0,,,,,,29.0,4.0,13.0,1020.0,7172.0,3459.0,8141.0,7279.0,4069.0,1.0,3.0,0.9744,3101.0,,0.3497,0.3453,41148112.0,48547412.0,16.0,1090.0,0.3833,0.307392996,0.366275052,0.42638484,0.609544469,19174.0,11000.0,12070.0,12500.0,42620.0,9100.0,27146.0,61890.0,63500.0,37866.0,7100.0,24118.0,54253.0,50300.0,0.2304,Missouri Southern State University,Joplin,0.6964,0.3759
23000.0,23000.0,,17945.0,,,,,,15550.0,17802.0,17712.0,21033.0,20044.0,29.0,4.0,33.0,2000.0,10500.0,2400.0,8420.0,5310.0,5310.0,2.0,3.0,0.5269,1274.0,,0.2991,0.4111,11181713.0,11820604.0,16.0,1018.0,0.2448,0.253438114,0.213051823,0.368681863,0.585964912,25950.0,9500.0,9500.0,12000.0,43221.0,8500.0,26201.0,62900.0,65100.0,36902.0,6900.0,24606.0,52312.0,48700.0,0.1823,Missouri Valley College,Marshall,0.5305,0.2477
9800.0,17500.0,12638.0,,10342.0,11014.0,12834.0,16231.0,17619.0,,,,,,29.0,4.0,13.0,1000.0,10975.0,2870.0,10975.0,2870.0,2870.0,1.0,3.0,,2372.0,,0.2817,0.3033,34756187.0,36657605.0,14.0,,0.398,0.331450094,0.342683851,0.413665433,0.645125958,19968.0,12000.0,11000.0,12000.0,42647.0,8800.0,26153.0,62659.0,65500.0,37499.0,6600.0,23645.0,52421.0,52300.0,0.2402,Missouri Western State University,Saint Joseph,0.5928,0.394
14130.0,34338.0,19889.0,,13599.0,13676.0,15707.0,21455.0,24637.0,,,,,,29.0,4.0,12.0,950.0,13550.0,3642.0,13550.0,3642.0,3778.0,1.0,3.0,0.7702,23118.0,,0.201,0.3493,1314188649.0,1358166509.0,17.0,1247.0,0.7618,0.622676153,0.664903744,0.649910873,0.766093053,20500.0,15000.0,15750.0,17500.0,63403.0,16200.0,42277.0,90496.0,94700.0,52756.0,12500.0,35648.0,72158.0,64200.0,0.5639,University of Missouri-Columbia,Columbia,0.9131,0.7331
11988.0,28788.0,12837.0,,9214.0,9567.0,11602.0,18659.0,20762.0,,,,,,29.0,4.0,11.0,800.0,12118.0,4660.0,13058.0,5316.0,5316.0,1.0,3.0,0.7499,6618.0,,0.2498,0.2435,200936597.0,199982456.0,14.0,1230.0,0.5589,0.455615498,0.504472272,0.48451526,0.664015905,18750.0,16750.0,14000.0,14000.0,59637.0,11200.0,38427.0,87015.0,109500.0,50298.0,10900.0,32302.0,70867.0,75000.0,0.3513,University of Missouri-Kansas City,Kansas City,0.7745,0.5639
14278.0,31678.0,13773.0,,9530.0,10333.0,12585.0,16140.0,16558.0,,,,,,29.0,4.0,33.0,886.0,11762.0,2634.0,,,2634.0,1.0,3.0,0.7307,5467.0,,0.2075,0.4036,252819049.0,257946546.0,19.0,1287.0,0.636,0.520392749,0.656600518,0.768410361,0.908411215,23250.0,19250.0,19500.0,18750.0,82957.0,20800.0,53687.0,106938.0,100500.0,69295.0,15900.0,43323.0,86523.0,86200.0,0.2677,Missouri University of Science and Technology,Rolla,0.8607,0.6521
13440.0,33432.0,12323.0,,10019.0,9080.0,12980.0,19284.0,18260.0,,,,,,29.0,4.0,21.0,1000.0,13104.0,6562.0,13576.0,7914.0,7914.0,1.0,3.0,0.5716,5108.0,,0.1785,0.1988,113994621.0,117774495.0,13.0,1147.0,0.5687,0.533834586,0.569682152,0.468372001,0.621909633,20000.0,18987.0,16500.0,14582.0,53037.0,10800.0,34118.0,78222.0,79700.0,47564.0,10600.0,31834.0,66763.0,65000.0,0.3605,University of Missouri-St Louis,Saint Louis,0.6828,0.6028
9470.0,17870.0,12030.0,,7322.0,7585.0,11125.0,14616.0,15816.0,,,,,,29.0,4.0,33.0,1100.0,10701.0,4180.0,10701.0,4180.0,4180.0,1.0,3.0,0.7996,2666.0,,0.153,0.2753,58743168.0,62112973.0,12.0,1249.0,0.6839,0.556906077,0.65491453,0.732565191,0.815101646,21000.0,14000.0,16609.0,18000.0,56280.0,16100.0,39468.0,76912.0,78600.0,43966.0,11900.0,32179.0,60377.0,55600.0,0.5716,Truman State University,Kirksville,0.835,0.7253
10181.0,16623.0,14824.0,,11120.0,11907.0,13258.0,16939.0,19742.0,,,,,,29.0,4.0,33.0,400.0,11788.0,2576.0,11154.0,2576.0,2576.0,1.0,3.0,0.8591,4550.0,,0.2732,0.4683,42298771.0,44178767.0,19.0,1090.0,0.575,0.476831091,0.498138496,0.570218772,0.715589354,21500.0,13000.0,14250.0,15875.0,47885.0,15200.0,34086.0,66291.0,75800.0,41695.0,12100.0,28377.0,54224.0,50600.0,0.4347,Northwest Missouri State University,Maryville,0.7426,0.5186
15550.0,15550.0,,17931.0,,,,,,15279.0,15868.0,17578.0,18782.0,19161.0,29.0,4.0,13.0,800.0,9070.0,3182.0,9530.0,3762.0,3762.0,2.0,3.0,0.9819,612.0,,0.3849,0.5576,4991927.0,5078069.0,13.0,,0.6792,0.408450704,0.543269231,0.583617747,0.669642857,16772.0,9000.0,10403.0,9500.0,41297.0,5200.0,27607.0,56404.0,58300.0,32528.0,5000.0,21899.0,44534.0,44600.0,0.3564,Ozark Christian College,Joplin,0.7714,0.6015
21290.0,21290.0,,7669.0,,,,,,6214.0,6639.0,7275.0,10273.0,11397.0,29.0,4.0,32.0,1100.0,8500.0,2844.0,8472.0,4308.0,4308.0,2.0,3.0,0.1487,1415.0,,0.4364,0.0,586442373.0,567380345.0,14.0,1125.0,0.6131,0.635014837,0.710601719,,,,,,,41592.0,10000.0,29292.0,58758.0,60400.0,36507.0,7800.0,25346.0,50269.0,42700.0,0.4087,College of the Ozarks,Point Lookout,0.8827,0.6308
16400.0,16400.0,,15529.0,,,,,,13719.0,13687.0,15902.0,18737.0,18018.0,29.0,4.0,21.0,1200.0,8978.0,4000.0,11200.0,5500.0,5500.0,2.0,3.0,,5250.0,,0.3863,0.3131,52114851.0,56871387.0,13.0,,0.2996,0.371084337,0.393218846,0.4217119,0.562535694,21685.0,12500.0,12500.0,13272.0,56309.0,12300.0,36174.0,82603.0,86800.0,50550.0,11400.0,30815.0,69891.0,75900.0,0.1295,Park University,Parkville,0.5749,0.259
,,,,,,,,,,,,,,29.0,4.0,11.0,,,,,,,3.0,3.0,,249.0,,0.1762,0.4846,,,7.0,,,,,0.758389262,PS,13930.0,12500.0,12493.0,13965.0,85910.0,,65343.0,109600.0,,72771.0,23600.0,56308.0,88692.0,86200.0,,Research College of Nursing,Kansas City,,
43420.0,43420.0,,23165.0,,,,,,18557.0,20467.0,20581.0,22063.0,27784.0,29.0,4.0,11.0,2000.0,11540.0,5870.0,18018.0,5870.0,5870.0,2.0,3.0,0.6905,1702.0,,0.1933,0.3352,45733174.0,36005862.0,12.0,1218.0,0.7558,0.758474576,0.763345196,0.695187166,0.787524367,18250.0,12500.0,12500.0,14000.0,67102.0,15800.0,43076.0,88628.0,92100.0,61371.0,14200.0,43235.0,75319.0,69700.0,0.6907,Rockhurst University,Kansas City,0.8415,0.7421
53244.0,53244.0,,27075.0,,,,,,20869.0,20738.0,22950.0,26695.0,33177.0,29.0,4.0,11.0,1070.0,14570.0,5000.0,14570.0,5000.0,5000.0,2.0,3.0,0.8147,7324.0,,0.1537,0.3183,1343808415.0,1731282211.0,8.0,1326.0,0.7975,0.664502165,0.709835064,0.678297278,0.812012012,25000.0,19000.0,19500.0,20000.0,70783.0,19900.0,46594.0,97115.0,103400.0,60716.0,15000.0,40701.0,78817.0,73800.0,0.7288,Saint Louis University,Saint Louis,0.8873,0.8033
