TUITIONFEE_IN,TUITIONFEE_OUT,ST_FIPS,REGION,LOCALE,CONTROL,PREDDEG,UGDS,PCTPELL,PCTFLOAN,STUFACR,C150_4,COMP_ORIG_YR4_RT,COMP_ORIG_YR6_RT,GRAD_DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,MD_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10,MD_EARN_WNE_P6,PCT10_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,PCT90_EARN_WNE_P6,C100_4,INSTNM,CITY,RET_FT4,C200_4
30020.0,30020.0,27.0,4.0,22.0,2.0,3.0,1721.0,0.1976,0.567,12.0,0.7183,0.670428894,0.702846975,26847.0,15875.0,22125.0,21488.0,59317.0,14200.0,43119.0,81521.0,82400.0,48225.0,12800.0,35714.0,64125.0,57400.0,0.6197,Concordia College at Moorhead,Moorhead,0.7815,0.7462
25000.0,25000.0,27.0,4.0,11.0,2.0,3.0,2786.0,0.3403,0.5598,15.0,0.5878,0.501854141,0.520881671,17832.0,12387.0,12269.0,12000.0,59871.0,13500.0,39108.0,85664.0,97400.0,50646.0,11100.0,33190.0,72077.0,77000.0,0.4527,Concordia University-Saint Paul,Saint Paul,0.6734,0.5284
17770.0,17770.0,27.0,4.0,32.0,2.0,3.0,718.0,0.2265,0.698,10.0,0.7143,0.685185185,0.69047619,20177.0,8263.0,17063.0,18990.0,47491.0,3100.0,29333.0,70940.0,69800.0,40760.0,5600.0,25363.0,55686.0,47900.0,0.456,Martin Luther College,New Ulm,0.8521,0.7485
54310.0,54310.0,27.0,4.0,31.0,2.0,3.0,1930.0,0.2138,0.5548,11.0,0.7585,0.758985201,0.74796748,26774.0,22950.0,22905.0,23250.0,65607.0,22600.0,48888.0,92889.0,96800.0,51546.0,12600.0,35833.0,70783.0,63500.0,0.6344,Gustavus Adolphus College,Saint Peter,0.8423,0.784
48311.0,48311.0,27.0,4.0,11.0,2.0,3.0,1685.0,0.3977,0.587,13.0,0.5771,0.616040956,0.648387097,23770.0,16125.0,14250.0,16063.0,61106.0,14700.0,43058.0,81211.0,85200.0,47139.0,10700.0,30190.0,64314.0,69600.0,0.485,Hamline University,Saint Paul,0.7358,0.6216
64908.0,64908.0,27.0,4.0,11.0,2.0,3.0,2131.0,0.1733,0.3747,10.0,0.9041,0.863501484,0.929775281,23000.0,18912.0,19000.0,19500.0,63878.0,12500.0,41814.0,87495.0,84700.0,46244.0,8500.0,28525.0,65975.0,54300.0,0.8155,Macalester College,Saint Paul,0.9457,0.9038
9490.0,18860.0,27.0,4.0,13.0,1.0,3.0,11325.0,0.2048,0.4246,21.0,0.5411,0.441755963,0.511856369,21106.0,12679.0,14000.0,14577.0,56922.0,15200.0,40047.0,77949.0,76700.0,50098.0,12800.0,35047.0,66979.0,59100.0,0.3301,Minnesota State University-Mankato,Mankato,0.7966,0.5368
9780.0,9780.0,27.0,4.0,11.0,1.0,3.0,4998.0,0.443,0.3372,14.0,0.3837,0.487055726,0.525896414,17100.0,13490.0,12500.0,13500.0,64705.0,11500.0,44236.0,89487.0,81100.0,54828.0,11300.0,37276.0,75986.0,70600.0,0.186,Metropolitan State University,Saint Paul,0.7327,0.3836
16488.0,36402.0,27.0,4.0,11.0,1.0,3.0,30469.0,0.1687,0.2906,16.0,0.8482,0.733665658,0.748058671,19500.0,13990.0,15669.0,17750.0,69020.0,16100.0,47150.0,97410.0,91600.0,57984.0,13100.0,39424.0,79600.0,72400.0,0.7414,University of Minnesota-Twin Cities,Minneapolis,0.9086,0.8507
13120.0,13120.0,27.0,4.0,32.0,1.0,3.0,1650.0,0.1919,0.2814,17.0,0.4973,0.459302326,0.456043956,20500.0,12500.0,12500.0,13548.0,58056.0,12000.0,41030.0,82100.0,76000.0,51905.0,10100.0,35502.0,72794.0,63300.0,0.4011,University of Minnesota-Crookston,Crookston,0.7654,0.5652
43824.0,43824.0,27.0,4.0,11.0,2.0,3.0,701.0,0.4017,0.735,10.0,0.6917,0.692708333,0.689516129,27000.0,21500.0,20500.0,15250.0,40873.0,8600.0,23889.0,59320.0,75900.0,35198.0,3800.0,17490.0,49654.0,54100.0,0.6015,Minneapolis College of Art and Design,Minneapolis,0.8188,0.6621
13420.0,13420.0,27.0,4.0,13.0,2.0,3.0,747.0,0.5186,0.755,14.0,0.7353,0.338302173,0.351520087,21500.0,10662.0,13130.0,15250.0,36909.0,12300.0,19077.0,56514.0,77200.0,35295.0,7200.0,18140.0,54822.0,58300.0,0.3333,Herzing University-Minneapolis,St. Louis Park,0.5714,0.5
14318.0,19762.0,27.0,4.0,13.0,1.0,3.0,7475.0,0.1824,0.4568,16.0,0.6445,0.573888092,0.554875177,22024.0,15049.0,15000.0,17500.0,62616.0,15300.0,44422.0,85826.0,84700.0,52840.0,12800.0,38122.0,70850.0,62200.0,0.4637,University of Minnesota-Duluth,Duluth,0.8083,0.6561
14288.0,16438.0,27.0,4.0,33.0,1.0,3.0,980.0,0.3081,0.3858,9.0,0.6193,0.570637119,0.514739229,18995.0,10889.0,12245.0,13000.0,50919.0,11700.0,36020.0,69060.0,76600.0,43163.0,9300.0,28154.0,57585.0,49300.0,0.4659,University of Minnesota-Morris,Morris,0.7286,0.5845
10336.0,10336.0,27.0,4.0,22.0,1.0,3.0,3120.0,0.2746,0.5192,17.0,0.5464,0.496212121,0.514104372,20000.0,14000.0,15420.0,15000.0,50527.0,12400.0,35574.0,69031.0,68500.0,45873.0,12400.0,32283.0,59227.0,55300.0,0.3571,Minnesota State University Moorhead,Moorhead,0.7244,0.5902
29460.0,29460.0,27.0,4.0,11.0,2.0,3.0,802.0,0.4251,0.6011,11.0,0.6359,0.505415162,0.466666667,23200.0,14125.0,18500.0,16375.0,45064.0,6500.0,29000.0,63039.0,60100.0,37688.0,8000.0,22992.0,49620.0,47900.0,0.5722,North Central University,Minneapolis,0.7751,0.6009
36830.0,36830.0,27.0,4.0,21.0,2.0,3.0,1495.0,0.1506,0.2873,15.0,0.6837,0.620183486,0.64673913,21325.0,17537.0,18750.0,17356.0,50755.0,5400.0,31895.0,73634.0,72500.0,47544.0,9300.0,30137.0,65984.0,58500.0,0.601,University of Northwestern-St Paul,Saint Paul,0.8414,0.6743
53884.0,53884.0,27.0,4.0,22.0,2.0,3.0,1392.0,0.1871,0.6313,11.0,0.8304,0.743589744,0.804195804,26944.0,22667.0,22750.0,23252.0,63260.0,19600.0,47705.0,85878.0,83200.0,54567.0,16400.0,41957.0,73874.0,65000.0,0.7881,College of Saint Benedict,Saint Joseph,0.8796,0.7668
10117.0,10117.0,27.0,4.0,13.0,1.0,3.0,5181.0,0.203,0.254,17.0,0.4691,0.396212121,0.458009331,21058.0,14317.0,13250.0,15000.0,55813.0,14000.0,39268.0,76074.0,75600.0,47215.0,13000.0,32079.0,64387.0,56500.0,0.2679,Saint Cloud State University,Saint Cloud,0.6793,0.4758
53942.0,53942.0,27.0,4.0,41.0,2.0,3.0,1468.0,0.1806,0.5661,12.0,0.757,0.746438746,0.744845361,27000.0,19500.0,24965.0,23860.0,76786.0,26100.0,51860.0,106406.0,107400.0,59843.0,13300.0,40494.0,76650.0,67000.0,0.6581,Saint Johns University,Collegeville,0.8303,0.7916
43160.0,43160.0,27.0,4.0,32.0,2.0,3.0,1061.0,0.2209,0.5727,18.0,0.6767,0.594202899,0.67983368,21500.0,12500.0,16101.0,18500.0,58170.0,14200.0,41091.0,83618.0,79800.0,54549.0,12900.0,37761.0,76651.0,61400.0,0.6167,Saint Mary's University of Minnesota,Winona,0.786,0.5704
56970.0,56970.0,27.0,4.0,32.0,2.0,3.0,3049.0,0.2006,0.436,12.0,0.835,0.823529412,0.877647059,26000.0,18276.0,21500.0,25000.0,65543.0,14000.0,46256.0,88706.0,92100.0,48373.0,10800.0,31597.0,67549.0,63700.0,0.7928,St Olaf College,Northfield,0.9054,0.8541
30200.0,30200.0,27.0,4.0,41.0,2.0,3.0,789.0,0.2446,0.3781,22.0,0.6434,0.490774908,0.32885906,22500.0,12500.0,16316.0,15625.0,48057.0,6800.0,28949.0,68776.0,63100.0,39003.0,8200.0,21719.0,54712.0,55200.0,0.5645,Crown College,Saint Bonifacius,0.6702,0.589
40454.0,40454.0,27.0,4.0,13.0,2.0,3.0,1725.0,0.2322,0.5124,10.0,0.6299,0.670673077,0.679951691,20000.0,16500.0,16250.0,18750.0,65934.0,13500.0,45164.0,88527.0,84500.0,62332.0,14800.0,43269.0,85556.0,75100.0,0.5385,The College of Saint Scholastica,Duluth,0.7787,0.6599
52284.0,52284.0,27.0,4.0,11.0,2.0,3.0,6014.0,0.1956,0.4495,13.0,0.7517,0.662765957,0.620662461,23250.0,18000.0,20500.0,19500.0,73739.0,19100.0,51278.0,104019.0,99200.0,62412.0,15700.0,43441.0,78908.0,67000.0,0.6864,University of St Thomas,Saint Paul,0.8625,0.7859
49758.0,49758.0,27.0,4.0,11.0,2.0,3.0,2393.0,0.3582,0.5936,10.0,0.6513,0.576877235,0.59018143,24181.0,20000.0,20000.0,19064.0,59282.0,12300.0,40528.0,84277.0,82900.0,52795.0,15300.0,34942.0,74808.0,70700.0,0.5116,St Catherine University,Saint Paul,0.7813,0.6131
10304.0,10304.0,27.0,4.0,33.0,1.0,3.0,2045.0,0.1081,0.1532,16.0,0.4407,0.387722132,0.45648855,20500.0,13947.0,13743.0,15000.0,51342.0,12600.0,35692.0,69380.0,62800.0,43282.0,10600.0,29674.0,57080.0,50900.0,0.2948,Southwest Minnesota State University,Marshall,0.6959,0.4865
10498.0,17230.0,27.0,4.0,32.0,1.0,3.0,5088.0,0.2349,0.517,15.0,0.6089,0.592760181,0.592896175,21500.0,14000.0,15000.0,15000.0,58532.0,17000.0,43033.0,77702.0,74700.0,51288.0,13800.0,37306.0,69204.0,59700.0,0.4495,Winona State University,Winona,0.7753,0.6281
14436.0,14436.0,27.0,4.0,11.0,3.0,3.0,16173.0,0.3657,0.4559,36.0,0.3333,0.217056022,0.210255262,14968.0,8151.0,9178.0,9375.0,42189.0,17600.0,20330.0,69019.0,138200.0,48500.0,12500.0,27928.0,78472.0,109500.0,0.25,Capella University,Minneapolis,0.2273,0.5
13920.0,13920.0,24.0,2.0,21.0,3.0,3.0,1177.0,0.5955,0.121,39.0,0.0,0.133444207,0.154570325,40621.0,12667.0,20636.0,22364.0,40092.0,11500.0,20698.0,62129.0,106500.0,36582.0,9600.0,18625.0,56532.0,83200.0,0.0,Strayer University-Maryland,Suitland,0.6,0.2222
14400.0,14400.0,27.0,4.0,12.0,1.0,3.0,568.0,0.3556,0.4937,13.0,0.5691,0.733665658,0.748058671,19500.0,13990.0,15669.0,17750.0,69020.0,16100.0,47150.0,97410.0,91600.0,57984.0,13100.0,39424.0,79600.0,72400.0,0.5266,University of Minnesota-Rochester,Rochester,0.7211,0.4659
22194.0,22194.0,23.0,1.0,13.0,2.0,3.0,2395.0,0.3466,0.6962,17.0,0.5667,0.521798365,0.536516854,27000.0,22215.0,20500.0,22041.0,45025.0,12100.0,27453.0,69617.0,73700.0,41554.0,7600.0,24585.0,63753.0,56400.0,0.3693,Husson University,Bangor,0.7634,0.5495
8549.0,8549.0,28.0,5.0,43.0,1.0,3.0,2290.0,0.7742,0.7055,16.0,0.4615,0.321864595,0.323333333,27000.0,18929.0,15000.0,12000.0,36421.0,8000.0,19114.0,56491.0,65000.0,27752.0,5600.0,14705.0,44279.0,56600.0,0.3475,Alcorn State University,Alcorn State,0.7908,0.4305
29195.0,29195.0,28.0,5.0,12.0,2.0,3.0,1370.0,0.4454,0.6536,13.0,0.5113,0.440860215,0.430609598,26333.0,18817.0,19000.0,15000.0,46440.0,9700.0,30699.0,66973.0,72900.0,38987.0,7400.0,21939.0,56466.0,60100.0,0.3727,Belhaven University,Jackson,0.6887,0.5447
19280.0,19280.0,28.0,5.0,42.0,2.0,3.0,536.0,0.2623,0.3094,15.0,0.512,0.484126984,0.272222222,18534.0,13891.0,13875.0,12388.0,40421.0,10200.0,28608.0,51437.0,49800.0,35401.0,11600.0,26664.0,46528.0,37900.0,0.44,Blue Mountain Christian University,Blue Mountain,0.7444,0.5818
8605.0,8605.0,28.0,5.0,33.0,1.0,3.0,1613.0,0.4314,0.4944,11.0,0.4686,0.383008357,0.219072165,20390.0,15000.0,15000.0,14806.0,41991.0,8400.0,24798.0,59444.0,66300.0,36265.0,7900.0,21555.0,49869.0,54000.0,0.305,Delta State University,Cleveland,0.7358,0.4455
9090.0,10110.0,28.0,5.0,12.0,1.0,3.0,4769.0,0.6838,0.7804,15.0,0.3219,0.351160444,0.372609819,30470.0,26250.0,20914.0,18318.0,39060.0,9200.0,23528.0,56884.0,63100.0,30530.0,6100.0,16853.0,46019.0,47600.0,0.1899,Jackson State University,Jackson,0.6845,0.4111
43815.0,43815.0,28.0,5.0,12.0,2.0,3.0,580.0,0.3557,0.6124,9.0,0.5546,0.176470588,0.6875,27000.0,18250.0,16162.0,21500.0,53848.0,13800.0,36701.0,83784.0,89800.0,46137.0,9100.0,29122.0,65844.0,67200.0,0.5775,Millsaps College,Jackson,0.7348,0.6154
9412.0,26980.0,28.0,5.0,33.0,1.0,3.0,18995.0,0.2241,0.3292,17.0,0.6849,0.473365966,0.494428152,20000.0,16500.0,15000.0,15000.0,50994.0,13200.0,33733.0,78452.0,96700.0,45336.0,11000.0,29482.0,65926.0,72300.0,0.552,University of Mississippi,University,0.8793,0.6964
8092.0,8092.0,28.0,5.0,33.0,1.0,3.0,1593.0,0.4159,0.4087,10.0,0.3779,0.584131327,0.58839779,15000.0,15800.0,12500.0,12500.0,46128.0,9800.0,30451.0,71918.0,73400.0,47458.0,7900.0,29705.0,79608.0,58200.0,0.2442,Mississippi University for Women,Columbus,0.7167,0.4549
7912.0,7912.0,28.0,5.0,42.0,1.0,3.0,1326.0,0.5955,0.5393,13.0,0.2214,0.11323764,0.199134199,28413.0,21113.0,17000.0,13000.0,31919.0,5300.0,20156.0,47197.0,46600.0,25817.0,4300.0,13731.0,41111.0,39400.0,0.1393,Mississippi Valley State University,Itta Bena,0.5756,0.2764
21698.0,21698.0,28.0,5.0,21.0,2.0,3.0,2423.0,0.2617,0.3477,14.0,0.6281,0.514726508,0.515191546,22500.0,15750.0,17000.0,19500.0,47485.0,11700.0,30526.0,70680.0,77200.0,42011.0,10000.0,27884.0,59647.0,58800.0,0.5374,Mississippi College,Clinton,0.8027,0.629
9815.0,26580.0,28.0,5.0,33.0,1.0,3.0,18092.0,0.2864,0.392,16.0,0.6291,0.494047619,0.547531735,22142.0,16750.0,15295.0,16500.0,51513.0,14400.0,33648.0,77474.0,82500.0,43487.0,10200.0,28834.0,64050.0,61900.0,0.4279,Mississippi State University,Mississippi State,0.8285,0.6132
13840.0,13840.0,28.0,5.0,32.0,2.0,3.0,428.0,0.6876,0.6346,11.0,0.2695,0.249211356,0.290410959,26159.0,13932.0,12000.0,15000.0,32275.0,6200.0,18916.0,47214.0,45200.0,25641.0,2800.0,13188.0,37940.0,34100.0,0.2411,Rust College,Holly Springs,0.0952,0.2468
9618.0,11618.0,28.0,5.0,13.0,1.0,3.0,9899.0,0.4659,0.4999,15.0,0.5058,0.219636595,0.375221239,22500.0,14550.0,14000.0,14000.0,44140.0,10400.0,28070.0,66054.0,74400.0,37710.0,9300.0,23698.0,54205.0,56800.0,0.3437,University of Southern Mississippi,Hattiesburg,0.705,0.5331
11398.0,11398.0,28.0,5.0,12.0,2.0,3.0,681.0,0.618,0.5799,14.0,0.3231,0.195238095,0.411764706,30046.0,25000.0,21486.0,15830.0,34724.0,8000.0,20123.0,51844.0,61500.0,25777.0,4900.0,12202.0,38817.0,44700.0,0.2974,Tougaloo College,Tougaloo,0.7109,0.3506
14685.0,14685.0,28.0,5.0,13.0,2.0,3.0,1818.0,0.2458,0.2549,13.0,0.4083,0.397333333,0.445767196,20832.0,16666.0,15295.0,15000.0,43087.0,8200.0,26279.0,65483.0,72500.0,37639.0,6700.0,21335.0,55663.0,64500.0,0.3195,William Carey University,Hattiesburg,0.8035,0.607
38672.0,38672.0,29.0,4.0,11.0,2.0,3.0,1192.0,0.4908,0.8517,13.0,0.4262,0.437799043,0.523041475,25000.0,19000.0,18250.0,19500.0,52773.0,13200.0,36172.0,75165.0,75600.0,48975.0,11400.0,31964.0,67070.0,57300.0,0.2623,Avila University,Kansas City,0.6831,0.396
16230.0,16230.0,29.0,4.0,12.0,2.0,3.0,342.0,0.4891,0.7117,12.0,0.3824,0.308411215,0.348314607,26168.0,13000.0,13500.0,20500.0,38641.0,4400.0,25006.0,52102.0,62600.0,30600.0,6000.0,17262.0,43868.0,41400.0,0.2353,Mission University,Springfield,0.7049,0.3068
27140.0,27140.0,29.0,4.0,42.0,2.0,3.0,1015.0,0.3698,0.6386,11.0,0.525,0.424686192,0.470531401,17619.0,12876.0,13750.0,13100.0,48991.0,11200.0,34222.0,74400.0,58200.0,43860.0,11200.0,31377.0,69089.0,53300.0,0.437,Central Methodist University-College of Liberal Arts and Sciences,Fayette,0.6473,0.5018
9739.0,18064.0,29.0,4.0,32.0,1.0,3.0,5653.0,0.2565,0.3619,19.0,0.494,0.504266212,0.50726979,21000.0,15508.0,16500.0,15500.0,49560.0,11500.0,34032.0,71073.0,72300.0,41593.0,10100.0,28090.0,58968.0,53300.0,0.3604,University of Central Missouri,Warrensburg,0.704,0.532
24326.0,24326.0,29.0,4.0,12.0,2.0,3.0,5359.0,0.4412,0.4259,20.0,0.4567,0.221202608,0.26191349,23879.0,14250.0,15750.0,14289.0,45378.0,9900.0,26967.0,67837.0,79300.0,40747.0,7700.0,22555.0,59021.0,63400.0,0.3042,Columbia College,Columbia,0.674,0.2814
26209.0,26209.0,29.0,4.0,33.0,2.0,3.0,266.0,0.4534,0.5627,6.0,0.6145,0.472,0.490196078,19043.0,9500.0,9125.0,12000.0,35422.0,7500.0,20139.0,54483.0,52800.0,32903.0,6400.0,20763.0,45453.0,42900.0,0.3833,Cottey College,Nevada,0.6129,0.7391
29915.0,29915.0,29.0,4.0,43.0,2.0,3.0,884.0,0.3578,0.6789,17.0,0.5017,0.481967213,0.52233677,26000.0,14875.0,16000.0,15000.0,46092.0,13800.0,32798.0,61858.0,68300.0,40673.0,12400.0,27288.0,55191.0,50800.0,0.4323,Culver-Stockton College,Canton,0.673,0.4923
35235.0,35235.0,29.0,4.0,12.0,2.0,3.0,1367.0,0.272,0.528,13.0,0.6602,0.351981352,0.374743326,20979.0,12500.0,12000.0,15250.0,40694.0,7400.0,22819.0,61963.0,66800.0,37508.0,5900.0,22351.0,53946.0,49400.0,0.4345,Drury University,Springfield,0.7711,0.6064
27192.0,27192.0,29.0,4.0,12.0,2.0,3.0,1205.0,0.3612,0.8989,12.0,0.648,0.512658228,0.575031526,24736.0,15764.0,18750.0,18196.0,46573.0,6100.0,30919.0,66982.0,65700.0,39332.0,6900.0,25411.0,52047.0,55700.0,0.5391,Evangel University,Springfield,0.793,0.5762
28976.0,28976.0,29.0,4.0,21.0,2.0,3.0,632.0,0.4795,0.6462,9.0,0.5683,0.578571429,0.644859813,25000.0,18730.0,15000.0,17750.0,48825.0,12400.0,33436.0,68930.0,81800.0,44150.0,11300.0,33177.0,58779.0,64500.0,0.4388,Fontbonne University,Saint Louis,0.6409,0.618
26880.0,26880.0,29.0,4.0,33.0,2.0,3.0,381.0,0.2935,0.4391,7.0,0.4431,0.509090909,0.468227425,18599.0,12707.0,15000.0,15000.0,42643.0,12800.0,31422.0,63797.0,64400.0,41185.0,9000.0,30840.0,57546.0,49300.0,0.3133,Hannibal-LaGrange University,Hannibal,0.7925,0.3611
6442.0,11074.0,29.0,4.0,11.0,1.0,3.0,1086.0,0.7288,0.6153,14.0,0.2741,0.187739464,0.198492462,25930.0,13914.0,13000.0,10500.0,31088.0,6100.0,15173.0,46993.0,53900.0,26634.0,3900.0,14198.0,40920.0,43200.0,0.1351,Harris-Stowe State University,Saint Louis,0.6856,0.2151
43550.0,43550.0,29.0,4.0,11.0,2.0,3.0,782.0,0.4173,0.7019,10.0,0.6491,0.607734807,0.614973262,27000.0,25125.0,19682.0,19500.0,37032.0,3400.0,21301.0,53512.0,48400.0,25529.0,3700.0,14330.0,38069.0,45600.0,0.5263,Kansas City Art Institute,Kansas City,0.754,0.6207
9290.0,16882.0,29.0,4.0,13.0,1.0,3.0,1357.0,0.463,0.4665,13.0,0.221,0.240659341,0.277936963,28875.0,21000.0,14868.0,20250.0,39463.0,6900.0,24649.0,56230.0,57700.0,32185.0,5000.0,18607.0,46572.0,46600.0,0.1038,Lincoln University,Jefferson City,0.5046,0.2799
21100.0,21100.0,29.0,4.0,13.0,2.0,3.0,4748.0,0.2889,0.5181,13.0,0.5032,0.464899362,0.482708934,26000.0,21875.0,20825.0,20000.0,53278.0,12200.0,35718.0,77533.0,76800.0,45711.0,10400.0,30054.0,63992.0,61400.0,0.3747,Lindenwood University,Saint Charles,0.7306,0.5378
27166.0,27166.0,29.0,4.0,21.0,2.0,3.0,5988.0,0.3555,0.5426,13.0,0.7152,0.552447552,0.589984351,22000.0,9000.0,10600.0,13000.0,62105.0,15500.0,42105.0,83389.0,83900.0,55047.0,14100.0,37098.0,72311.0,67900.0,0.6142,Maryville University of Saint Louis,Saint Louis,0.8273,0.7402
33122.0,33122.0,29.0,4.0,21.0,2.0,3.0,1452.0,0.1271,0.2285,21.0,0.4819,0.456810631,0.480541455,22500.0,19000.0,18098.0,15000.0,46660.0,10100.0,33739.0,66153.0,60000.0,38997.0,8000.0,26552.0,55483.0,52800.0,0.3347,Missouri Baptist University,Saint Louis,0.6656,0.4229
8400.0,16800.0,29.0,4.0,13.0,1.0,3.0,3101.0,0.3497,0.3453,16.0,0.3833,0.307392996,0.366275052,19174.0,11000.0,12070.0,12500.0,42620.0,9100.0,27146.0,61890.0,63500.0,37866.0,7100.0,24118.0,54253.0,50300.0,0.2304,Missouri Southern State University,Joplin,0.6964,0.3759
23000.0,23000.0,29.0,4.0,33.0,2.0,3.0,1274.0,0.2991,0.4111,16.0,0.2448,0.253438114,0.213051823,25950.0,9500.0,9500.0,12000.0,43221.0,8500.0,26201.0,62900.0,65100.0,36902.0,6900.0,24606.0,52312.0,48700.0,0.1823,Missouri Valley College,Marshall,0.5305,0.2477
9800.0,17500.0,29.0,4.0,13.0,1.0,3.0,2372.0,0.2817,0.3033,14.0,0.398,0.331450094,0.342683851,19968.0,12000.0,11000.0,12000.0,42647.0,8800.0,26153.0,62659.0,65500.0,37499.0,6600.0,23645.0,52421.0,52300.0,0.2402,Missouri Western State University,Saint Joseph,0.5928,0.394
14130.0,34338.0,29.0,4.0,12.0,1.0,3.0,23118.0,0.201,0.3493,17.0,0.7618,0.622676153,0.664903744,20500.0,15000.0,15750.0,17500.0,63403.0,16200.0,42277.0,90496.0,94700.0,52756.0,12500.0,35648.0,72158.0,64200.0,0.5639,University of Missouri-Columbia,Columbia,0.9131,0.7331
11988.0,28788.0,29.0,4.0,11.0,1.0,3.0,6618.0,0.2498,0.2435,14.0,0.5589,0.455615498,0.504472272,18750.0,16750.0,14000.0,14000.0,59637.0,11200.0,38427.0,87015.0,109500.0,50298.0,10900.0,32302.0,70867.0,75000.0,0.3513,University of Missouri-Kansas City,Kansas City,0.7745,0.5639
14278.0,31678.0,29.0,4.0,33.0,1.0,3.0,5467.0,0.2075,0.4036,19.0,0.636,0.520392749,0.656600518,23250.0,19250.0,19500.0,18750.0,82957.0,20800.0,53687.0,106938.0,100500.0,69295.0,15900.0,43323.0,86523.0,86200.0,0.2677,Missouri University of Science and Technology,Rolla,0.8607,0.6521
13440.0,33432.0,29.0,4.0,21.0,1.0,3.0,5108.0,0.1785,0.1988,13.0,0.5687,0.533834586,0.569682152,20000.0,18987.0,16500.0,14582.0,53037.0,10800.0,34118.0,78222.0,79700.0,47564.0,10600.0,31834.0,66763.0,65000.0,0.3605,University of Missouri-St Louis,Saint Louis,0.6828,0.6028
9470.0,17870.0,29.0,4.0,33.0,1.0,3.0,2666.0,0.153,0.2753,12.0,0.6839,0.556906077,0.65491453,21000.0,14000.0,16609.0,18000.0,56280.0,16100.0,39468.0,76912.0,78600.0,43966.0,11900.0,32179.0,60377.0,55600.0,0.5716,Truman State University,Kirksville,0.835,0.7253
10181.0,16623.0,29.0,4.0,33.0,1.0,3.0,4550.0,0.2732,0.4683,19.0,0.575,0.476831091,0.498138496,21500.0,13000.0,14250.0,15875.0,47885.0,15200.0,34086.0,66291.0,75800.0,41695.0,12100.0,28377.0,54224.0,50600.0,0.4347,Northwest Missouri State University,Maryville,0.7426,0.5186
15550.0,15550.0,29.0,4.0,13.0,2.0,3.0,612.0,0.3849,0.5576,13.0,0.6792,0.408450704,0.543269231,16772.0,9000.0,10403.0,9500.0,41297.0,5200.0,27607.0,56404.0,58300.0,32528.0,5000.0,21899.0,44534.0,44600.0,0.3564,Ozark Christian College,Joplin,0.7714,0.6015
16400.0,16400.0,29.0,4.0,21.0,2.0,3.0,5250.0,0.3863,0.3131,13.0,0.2996,0.371084337,0.393218846,21685.0,12500.0,12500.0,13272.0,56309.0,12300.0,36174.0,82603.0,86800.0,50550.0,11400.0,30815.0,69891.0,75900.0,0.1295,Park University,Parkville,0.5749,0.259
43420.0,43420.0,29.0,4.0,11.0,2.0,3.0,1702.0,0.1933,0.3352,12.0,0.7558,0.758474576,0.763345196,18250.0,12500.0,12500.0,14000.0,67102.0,15800.0,43076.0,88628.0,92100.0,61371.0,14200.0,43235.0,75319.0,69700.0,0.6907,Rockhurst University,Kansas City,0.8415,0.7421
53244.0,53244.0,29.0,4.0,11.0,2.0,3.0,7324.0,0.1537,0.3183,8.0,0.7975,0.664502165,0.709835064,25000.0,19000.0,19500.0,20000.0,70783.0,19900.0,46594.0,97115.0,103400.0,60716.0,15000.0,40701.0,78817.0,73800.0,0.7288,Saint Louis University,Saint Louis,0.8873,0.8033
31920.0,31920.0,29.0,4.0,11.0,2.0,3.0,274.0,0.2879,0.6818,9.0,0.7547,0.630331754,0.816593886,17755.0,12500.0,15500.0,15750.0,137047.0,31800.0,98569.0,155836.0,147900.0,116360.0,29200.0,50767.0,137986.0,139700.0,0.6509,University of Health Sciences and Pharmacy in St. Louis,Saint Louis,0.6321,0.7713
28320.0,28320.0,29.0,4.0,32.0,2.0,3.0,1339.0,0.3513,0.4706,10.0,0.5121,0.453910615,0.507565337,20957.0,14518.0,13982.0,14000.0,43112.0,8800.0,28512.0,67324.0,66500.0,38855.0,7800.0,26132.0,56137.0,53200.0,0.5114,Southwest Baptist University,Bolivar,0.6642,0.5059
28200.0,28200.0,29.0,4.0,12.0,2.0,3.0,353.0,0.4171,0.6283,7.0,0.4651,0.483606557,0.331707317,27000.0,23750.0,22500.0,14000.0,43071.0,4200.0,26214.0,64594.0,63700.0,36778.0,7400.0,21534.0,49679.0,51600.0,0.0078,Stephens College,Columbia,0.7105,0.5344
9496.0,9496.0,29.0,4.0,13.0,1.0,3.0,6588.0,0.2942,0.345,20.0,0.5568,0.419307655,0.428383706,21500.0,13998.0,14040.0,15000.0,44030.0,12500.0,29197.0,63909.0,70700.0,38150.0,9900.0,25521.0,54054.0,52900.0,0.3917,Southeast Missouri State University,Cape Girardeau,0.7585,0.5579
9024.0,17928.0,29.0,4.0,12.0,1.0,3.0,13407.0,0.2134,0.3108,21.0,0.5733,0.483602545,0.519490071,21992.0,15750.0,15750.0,17000.0,49827.0,12600.0,33755.0,71692.0,73500.0,40553.0,10800.0,28001.0,57464.0,54100.0,0.4166,Missouri State University-Springfield,Springfield,0.793,0.6073
