TUITIONFEE_IN,TUITIONFEE_OUT,ST_FIPS,REGION,LOCALE,CONTROL,PREDDEG,UGDS,PCTPELL,PCTFLOAN,STUFACR,C150_4,COMP_ORIG_YR4_RT,COMP_ORIG_YR6_RT,GRAD_DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,MD_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10,MD_EARN_WNE_P6,PCT10_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,PCT90_EARN_WNE_P6,C100_4,INSTNM,CITY,RET_FT4,C200_4
20325.0,20325.0,17.0,3.0,21.0,2.0,3.0,796.0,0.3329,0.6441,10.0,0.6387,0.515669516,0.586206897,25009.0,21429.0,21850.0,20150.0,55700.0,11300.0,37795.0,75406.0,73700.0,48107.0,11400.0,34609.0,66158.0,62800.0,0.5131,Trinity Christian College,Palos Heights,0.792,0.6579
12320.0,12320.0,17.0,3.0,21.0,2.0,3.0,140.0,0.3288,0.6914,9.0,0.4565,0.367041199,0.4375,26082.0,19554.0,19343.0,19375.0,46989.0,8800.0,29118.0,68518.0,76100.0,41545.0,6000.0,24769.0,57202.0,55900.0,0.3623,Trinity International University-Illinois,Deerfield,0.0465,0.4595
14952.0,14952.0,17.0,3.0,33.0,1.0,3.0,4939.0,0.2812,0.3089,14.0,0.4477,0.504946237,0.565315315,25251.0,23496.0,20350.0,17500.0,54163.0,13400.0,37122.0,76551.0,77400.0,43057.0,11000.0,28205.0,60430.0,59300.0,0.3111,Western Illinois University,Macomb,0.5873,0.5233
43930.0,43930.0,17.0,3.0,21.0,2.0,3.0,2087.0,0.202,0.4652,10.0,0.8655,0.837837838,0.888361045,23250.0,21500.0,21000.0,19500.0,63756.0,7700.0,38482.0,91183.0,101000.0,50270.0,8200.0,34142.0,68855.0,62500.0,0.8224,Wheaton College,Wheaton,0.9384,0.8793
35640.0,35640.0,18.0,3.0,13.0,2.0,3.0,1070.0,0.3587,0.6129,10.0,0.4942,0.524691358,0.535123967,27000.0,17500.0,19063.0,20000.0,48899.0,10100.0,30753.0,72582.0,71900.0,44396.0,8800.0,29871.0,59538.0,54300.0,0.4249,Anderson University,Anderson,0.6966,0.6318
10758.0,28766.0,18.0,3.0,13.0,1.0,3.0,13770.0,0.3358,0.7275,15.0,0.6327,0.576849051,0.608787718,23250.0,14487.0,16500.0,18500.0,51833.0,12500.0,36578.0,72407.0,69300.0,44394.0,10700.0,29676.0,59335.0,52600.0,0.5098,Ball State University,Muncie,0.7719,0.6864
33320.0,33320.0,18.0,3.0,13.0,2.0,3.0,1069.0,0.3522,0.4861,12.0,0.5721,0.596153846,0.506521739,25000.0,19061.0,20500.0,17320.0,48860.0,8500.0,29348.0,72745.0,70900.0,44271.0,9500.0,30220.0,63190.0,58700.0,0.5134,Bethel University,Mishawaka,0.7004,0.6357
45980.0,45980.0,18.0,3.0,11.0,2.0,3.0,4383.0,0.1378,0.4199,11.0,0.8015,0.779349364,0.808943089,26000.0,22000.0,21500.0,22812.0,77235.0,19500.0,50535.0,124552.0,122100.0,61627.0,14400.0,43145.0,86924.0,113300.0,0.7188,Butler University,Indianapolis,0.8807,0.8244
22650.0,22650.0,18.0,3.0,21.0,2.0,3.0,560.0,0.4849,0.5861,13.0,0.299,0.359447005,0.372413793,21534.0,9000.0,10500.0,11000.0,46945.0,6900.0,22559.0,70968.0,91800.0,39342.0,8800.0,20904.0,57970.0,80200.0,0.2128,Calumet College of Saint Joseph,Whiting,0.3962,0.1754
57070.0,57070.0,18.0,3.0,32.0,2.0,3.0,1804.0,0.1575,0.3961,10.0,0.8,0.8,0.826315789,27000.0,24000.0,24750.0,25000.0,70527.0,16700.0,47395.0,104082.0,102600.0,58476.0,11300.0,38459.0,85544.0,66200.0,0.7311,DePauw University,Greencastle,0.8916,0.8255
51840.0,51840.0,18.0,3.0,32.0,2.0,3.0,612.0,0.25,0.4232,7.0,0.6794,0.612244898,0.580645161,23488.0,19500.0,19500.0,19500.0,50797.0,9800.0,29949.0,74089.0,71700.0,35430.0,4900.0,17136.0,47529.0,42500.0,0.6098,Earlham College,Richmond,0.7977,0.7302
42676.0,42676.0,18.0,3.0,12.0,2.0,3.0,1477.0,0.2296,0.4365,10.0,0.7127,0.623409669,0.647058824,24606.0,15087.0,19000.0,19500.0,53770.0,12000.0,35569.0,81201.0,78600.0,46734.0,11600.0,32436.0,68834.0,66900.0,0.5955,University of Evansville,Evansville,0.7745,0.6971
37350.0,37350.0,18.0,3.0,21.0,2.0,3.0,872.0,0.385,0.6127,12.0,0.634,0.601449275,0.643122677,27000.0,12000.0,19000.0,19500.0,55376.0,16600.0,41613.0,75979.0,75000.0,45635.0,10700.0,33048.0,61145.0,51000.0,0.6075,Franklin College,Franklin,0.7102,0.6125
37760.0,37760.0,18.0,3.0,13.0,2.0,3.0,761.0,0.3738,0.5216,9.0,0.6047,0.537735849,0.583333333,22974.0,13625.0,12791.0,15500.0,51943.0,8000.0,34174.0,78266.0,72200.0,43218.0,8100.0,29607.0,64258.0,55500.0,0.4837,Goshen College,Goshen,0.7818,0.6591
30034.0,30034.0,18.0,3.0,32.0,2.0,3.0,1511.0,0.2873,0.5132,23.0,0.6991,0.670353982,0.647058824,19500.0,16750.0,16000.0,16750.0,45411.0,6400.0,30731.0,64018.0,68200.0,41463.0,8000.0,27768.0,55711.0,48700.0,0.6782,Grace College and Theological Seminary,Winona Lake,0.8038,0.7208
42894.0,42894.0,18.0,3.0,32.0,2.0,3.0,958.0,0.26,0.5347,11.0,0.6356,0.565737052,0.690839695,25250.0,16767.0,19072.0,20500.0,53957.0,16500.0,39840.0,72874.0,78000.0,42876.0,11500.0,28816.0,57266.0,55100.0,0.5918,Hanover College,Hanover,0.8321,0.6414
35500.0,35500.0,18.0,3.0,21.0,2.0,3.0,533.0,0.2897,0.6799,12.0,0.2947,0.440789474,0.5,24000.0,11317.0,19750.0,5500.0,50416.0,10700.0,29455.0,72234.0,85000.0,41335.0,10800.0,27545.0,59606.0,54400.0,0.2368,Holy Cross College,Notre Dame,0.7928,0.382
29982.0,29982.0,18.0,3.0,32.0,2.0,3.0,1016.0,0.2937,0.7714,10.0,0.682,0.553648069,0.621848739,25576.0,16485.0,19410.0,18250.0,46672.0,9400.0,30290.0,68756.0,65800.0,40702.0,9900.0,27134.0,52526.0,50000.0,0.6129,Huntington University,Huntington,0.7698,0.6908
9254.0,22220.0,18.0,3.0,11.0,1.0,3.0,5450.0,0.2305,0.2344,13.0,0.3247,0.321851453,0.386452242,21500.0,10500.0,10547.0,10918.0,45872.0,9200.0,28749.0,65825.0,70200.0,42873.0,8000.0,28226.0,59748.0,54600.0,0.215,Purdue University Fort Wayne,Fort Wayne,0.6425,0.3879
10449.0,33717.0,18.0,3.0,11.0,1.0,3.0,16582.0,0.3627,0.3528,14.0,0.5387,0.437872171,0.458616484,20000.0,13770.0,13500.0,13000.0,55198.0,9600.0,36193.0,78569.0,77500.0,47173.0,9900.0,31086.0,65965.0,67600.0,0.3868,Indiana University-Indianapolis,Indianapolis,0.7248,0.587
36136.0,36136.0,18.0,3.0,11.0,2.0,3.0,3147.0,0.3596,0.4735,12.0,0.5581,0.529636711,0.514780836,26864.0,15582.0,16909.0,19690.0,53610.0,13200.0,35018.0,75851.0,75400.0,46452.0,10400.0,30622.0,62795.0,61900.0,0.45,University of Indianapolis,Indianapolis,0.6816,0.6381
30446.0,30446.0,18.0,3.0,11.0,2.0,3.0,1361.0,0.3383,0.7698,16.0,0.3139,0.099727706,0.127740304,26391.0,13392.0,13521.0,9830.0,47327.0,9600.0,28223.0,70604.0,82000.0,29717.0,9700.0,13190.0,49550.0,69300.0,0.2132,Indiana Institute of Technology,Fort Wayne,0.6583,0.4062
10136.0,22573.0,18.0,3.0,22.0,1.0,3.0,5344.0,0.2228,0.2877,14.0,0.5195,0.416943522,0.454301075,20105.0,12500.0,12891.0,14000.0,47605.0,10500.0,32217.0,68038.0,66200.0,42323.0,8700.0,29465.0,57689.0,53000.0,0.3784,University of Southern Indiana,Evansville,0.6948,0.513
9992.0,21734.0,18.0,3.0,13.0,1.0,3.0,6620.0,0.3905,0.5118,17.0,0.4107,0.383964923,0.416472933,24000.0,13000.0,14250.0,16066.0,48387.0,9800.0,32998.0,69512.0,67400.0,41047.0,9200.0,26750.0,56526.0,56100.0,0.3021,Indiana State University,Terre Haute,0.6864,0.4247
8179.0,22043.0,18.0,3.0,13.0,1.0,3.0,2308.0,0.3469,0.3331,14.0,0.4475,0.37236534,0.426787741,16961.0,9286.0,9507.0,11000.0,49917.0,7800.0,31897.0,71848.0,65000.0,42134.0,10300.0,27711.0,61393.0,59900.0,0.3124,Indiana University-Kokomo,Kokomo,0.6688,0.4552
8179.0,22043.0,18.0,3.0,12.0,1.0,3.0,3807.0,0.4117,0.365,14.0,0.3574,0.275779376,0.356174161,21355.0,11703.0,12212.0,12000.0,44947.0,8000.0,28497.0,64093.0,61300.0,41388.0,7500.0,27279.0,56033.0,51300.0,0.2014,Indiana University-South Bend,South Bend,0.6682,0.4198
11790.0,40482.0,18.0,3.0,13.0,1.0,3.0,36571.0,0.1669,0.2748,18.0,0.8117,0.653023824,0.654597819,19509.0,12000.0,14000.0,18438.0,63742.0,14000.0,41928.0,95667.0,94200.0,53417.0,11000.0,35256.0,77398.0,66400.0,0.715,Indiana University-Bloomington,Bloomington,0.9055,0.8206
8179.0,22043.0,18.0,3.0,21.0,1.0,3.0,2582.0,0.4255,0.3469,14.0,0.3685,0.301052632,0.309076043,21710.0,12500.0,12856.0,12000.0,43361.0,10400.0,22336.0,65135.0,70400.0,39714.0,5700.0,24113.0,59316.0,61300.0,0.2228,Indiana University-Northwest,Gary,0.6872,0.3986
8179.0,22043.0,18.0,3.0,21.0,1.0,3.0,3088.0,0.3381,0.3189,13.0,0.3341,0.273219814,0.317997294,19684.0,12445.0,10500.0,12000.0,47596.0,7600.0,31303.0,66990.0,64700.0,42290.0,7900.0,28079.0,57844.0,55900.0,0.2602,Indiana University-Southeast,New Albany,0.6979,0.4161
8179.0,22043.0,18.0,3.0,32.0,1.0,3.0,2446.0,0.3378,0.3496,14.0,0.4536,0.454138702,0.442386831,18000.0,12099.0,11881.0,11850.0,47156.0,5800.0,28677.0,68202.0,61200.0,44827.0,5700.0,30117.0,64857.0,52800.0,0.3342,Indiana University-East,Richmond,0.6314,0.4421
37090.0,37090.0,18.0,3.0,32.0,2.0,3.0,895.0,0.4374,0.9172,13.0,0.4484,0.503896104,0.467836257,26854.0,11000.0,12000.0,17750.0,51504.0,12900.0,36585.0,71309.0,67400.0,43024.0,10200.0,30642.0,58650.0,50600.0,0.3703,Manchester University,North Manchester,0.716,0.5385
39100.0,39100.0,18.0,3.0,11.0,2.0,3.0,2336.0,0.2305,0.6141,13.0,0.6095,0.553680982,0.412563667,27000.0,18750.0,20500.0,20330.0,58759.0,11000.0,39146.0,84617.0,73700.0,55704.0,12900.0,38379.0,77814.0,66100.0,0.4349,Marian University,Indianapolis,0.7745,0.6447
31168.0,31168.0,18.0,3.0,32.0,2.0,3.0,1927.0,0.2549,0.7182,12.0,0.6633,0.39982679,0.469792606,24250.0,10044.0,17104.0,17747.0,59986.0,12300.0,38195.0,88091.0,93300.0,51329.0,13900.0,32817.0,77304.0,81200.0,0.5791,Indiana Wesleyan University-Marion,Marion,0.7879,0.7174
62693.0,62693.0,18.0,3.0,21.0,2.0,3.0,8923.0,0.1247,0.2566,9.0,0.9683,0.9462486,0.950146628,19000.0,14260.0,17500.0,19000.0,99980.0,26000.0,67690.0,141307.0,154400.0,86210.0,21400.0,60394.0,108772.0,117500.0,0.9273,University of Notre Dame,Notre Dame,0.9818,0.96
27150.0,27150.0,18.0,3.0,42.0,2.0,3.0,470.0,0.3185,0.3471,12.0,0.7,0.507142857,0.598930481,16758.0,9195.0,13113.0,14000.0,43283.0,6900.0,25495.0,60601.0,72900.0,43190.0,6200.0,25867.0,60601.0,56100.0,0.551,Oakland City University,Oakland City,0.68,0.6711
56674.0,56674.0,18.0,3.0,13.0,2.0,3.0,2224.0,0.1171,0.4094,11.0,0.8169,0.840361446,0.850877193,25000.0,23000.0,24500.0,20500.0,101253.0,31300.0,80529.0,124107.0,116000.0,85935.0,22700.0,70906.0,99806.0,98500.0,0.6786,Rose-Hulman Institute of Technology,Terre Haute,0.9064,0.8729
35420.0,35420.0,18.0,3.0,11.0,2.0,3.0,1599.0,0.427,0.6263,11.0,0.6067,0.530120482,0.554404145,25976.0,16000.0,19000.0,19599.0,55362.0,10900.0,38198.0,77897.0,76600.0,47944.0,11900.0,31033.0,66145.0,57100.0,0.4964,University of Saint Francis-Fort Wayne,Fort Wayne,0.6568,0.5669
33490.0,33490.0,18.0,3.0,41.0,2.0,3.0,896.0,0.5055,0.6687,9.0,0.5227,0.517766497,0.483870968,19512.0,12209.0,14950.0,15250.0,43845.0,7000.0,28158.0,57132.0,54200.0,41863.0,5800.0,27350.0,56528.0,48800.0,0.4809,Saint Mary-of-the-Woods College,Saint Mary of the Woods,0.6734,0.6176
51430.0,51430.0,18.0,3.0,21.0,2.0,3.0,1399.0,0.239,0.5917,8.0,0.7652,0.726351351,0.770897833,27000.0,18000.0,19500.0,25000.0,59354.0,13400.0,42254.0,82518.0,85200.0,53470.0,13100.0,36862.0,74136.0,60500.0,0.7072,Saint Mary's College,Notre Dame,0.8363,0.747
39104.0,39104.0,18.0,3.0,42.0,2.0,3.0,1890.0,0.1312,0.3259,14.0,0.7656,0.665847666,0.671309192,20500.0,12781.0,14983.0,17009.0,52198.0,6200.0,36142.0,72651.0,80800.0,45142.0,8300.0,30250.0,59995.0,56000.0,0.6897,Taylor University,Upland,0.9126,0.7741
35600.0,35600.0,18.0,3.0,32.0,2.0,3.0,2344.0,0.1555,0.4082,18.0,0.6761,0.577419355,0.581395349,25000.0,14250.0,18622.0,19500.0,57165.0,11400.0,38069.0,82880.0,79800.0,53010.0,9400.0,37442.0,73286.0,62700.0,0.5648,Trine University,Angola,0.8536,0.634
46588.0,46588.0,18.0,3.0,23.0,2.0,3.0,2229.0,0.2593,0.5266,11.0,0.6704,0.723910172,0.721794872,26942.0,22500.0,22500.0,21500.0,63191.0,17000.0,42013.0,89612.0,88700.0,55216.0,12200.0,36829.0,76750.0,66300.0,0.5812,Valparaiso University,Valparaiso,0.7877,0.7476
49125.0,49125.0,18.0,3.0,32.0,2.0,3.0,845.0,0.2251,0.5988,9.0,0.7706,0.797814208,0.698412698,27000.0,21500.0,23073.0,26868.0,69952.0,19300.0,43277.0,97893.0,101800.0,52667.0,12700.0,37546.0,72038.0,74400.0,0.7056,Wabash College,Crawfordsville,0.856,0.8383
35534.0,35534.0,19.0,4.0,13.0,2.0,3.0,626.0,0.295,0.5499,12.0,0.4937,0.333333333,0.351265823,23250.0,17250.0,16978.0,13750.0,54475.0,15100.0,37025.0,74880.0,74200.0,48338.0,11200.0,32978.0,65296.0,53700.0,0.3544,Briar Cliff University,Sioux City,0.6034,0.5568
40190.0,40190.0,19.0,4.0,33.0,2.0,3.0,1378.0,0.4254,0.6879,13.0,0.4729,0.564473684,0.497782705,25000.0,15250.0,18723.0,18750.0,49156.0,11200.0,33767.0,64964.0,65900.0,43572.0,10700.0,30128.0,57147.0,56000.0,0.3498,Buena Vista University,Storm Lake,0.7627,0.6323
20988.0,20988.0,19.0,4.0,32.0,2.0,3.0,1062.0,0.2139,0.6553,12.0,0.6916,0.602076125,0.608058608,26984.0,17500.0,23250.0,21500.0,54317.0,11700.0,38298.0,71084.0,77700.0,49115.0,13800.0,33476.0,64470.0,53500.0,0.5888,Central College,Pella,0.7265,0.6646
39600.0,39600.0,19.0,4.0,13.0,2.0,3.0,782.0,0.3592,0.7185,10.0,0.5494,0.519480519,0.595959596,26717.0,16000.0,19500.0,19500.0,55396.0,15200.0,41376.0,75443.0,75300.0,49157.0,13200.0,35108.0,66767.0,63600.0,0.4383,Clarke University,Dubuque,0.6736,0.5449
52576.0,52576.0,19.0,4.0,12.0,2.0,3.0,1246.0,0.3568,0.7255,11.0,0.59,0.596638655,0.640540541,27000.0,19500.0,18875.0,21500.0,57125.0,16600.0,40127.0,80381.0,72700.0,47136.0,14700.0,32796.0,63348.0,59500.0,0.5025,Coe College,Cedar Rapids,0.7652,0.6472
50634.0,50634.0,19.0,4.0,31.0,2.0,3.0,1074.0,0.2896,0.6354,12.0,0.7167,0.613168724,0.683333333,27000.0,14000.0,21750.0,21500.0,53460.0,12300.0,36797.0,75013.0,77200.0,39299.0,9200.0,25099.0,57085.0,49200.0,0.67,Cornell College,Mount Vernon,0.7416,0.6377
35960.0,35960.0,19.0,4.0,33.0,2.0,3.0,1547.0,0.1827,0.4321,14.0,0.6533,0.726666667,0.642642643,21500.0,16313.0,18750.0,17164.0,52559.0,7500.0,36110.0,72670.0,74500.0,50551.0,13300.0,34894.0,66829.0,60100.0,0.6287,Dordt University,Sioux Center,0.8516,0.7607
49944.0,49944.0,19.0,4.0,12.0,2.0,3.0,2669.0,0.2095,0.4709,10.0,0.7731,0.614886731,0.432766615,23000.0,17500.0,19000.0,19500.0,71901.0,20100.0,47785.0,110436.0,130200.0,58233.0,15200.0,41441.0,81129.0,97800.0,0.6753,Drake University,Des Moines,0.8392,0.7765
40065.0,40065.0,19.0,4.0,13.0,2.0,3.0,1473.0,0.4037,0.7022,11.0,0.4105,0.390651085,0.426202322,25750.0,14290.0,18790.0,19250.0,51190.0,10000.0,36142.0,72876.0,65100.0,44960.0,8600.0,30243.0,62642.0,52900.0,0.3171,University of Dubuque,Dubuque,0.7143,0.411
33220.0,33220.0,19.0,4.0,43.0,2.0,3.0,901.0,0.4516,0.7331,14.0,0.3834,0.523178808,0.524654832,21212.0,12500.0,14469.0,15750.0,47361.0,12100.0,31336.0,72886.0,67100.0,40792.0,7000.0,26380.0,60581.0,58100.0,0.3004,Graceland University-Lamoni,Lamoni,0.6436,0.4775
33450.0,33450.0,19.0,4.0,12.0,2.0,3.0,1472.0,0.3811,0.6889,12.0,0.5579,0.560553633,0.6022187,22500.0,15658.0,15000.0,15750.0,52824.0,9500.0,37007.0,72589.0,66000.0,47582.0,12600.0,32816.0,65911.0,55800.0,0.4634,Grand View University,Des Moines,0.7295,0.515
64862.0,64862.0,19.0,4.0,33.0,2.0,3.0,1705.0,0.1688,0.116,9.0,0.8747,0.857740586,0.879518072,17500.0,12052.0,13600.0,15250.0,62830.0,12300.0,38836.0,90289.0,96600.0,49004.0,6100.0,28906.0,78489.0,57900.0,0.7427,Grinnell College,Grinnell,0.931,0.873
10497.0,27683.0,19.0,4.0,13.0,1.0,3.0,25033.0,0.1846,0.4591,18.0,0.7547,0.657633243,0.692644483,22869.0,18500.0,18420.0,19500.0,63386.0,17800.0,43544.0,90188.0,90100.0,53873.0,14800.0,37823.0,73335.0,69100.0,0.5446,Iowa State University,Ames,0.8756,0.7684
10964.0,32927.0,19.0,4.0,13.0,1.0,3.0,21691.0,0.1775,0.4168,15.0,0.7306,0.632129514,0.662007269,22500.0,18000.0,18268.0,18187.0,64762.0,17300.0,44345.0,93325.0,101700.0,52696.0,14600.0,36583.0,71990.0,68600.0,0.5717,University of Iowa,Iowa City,0.893,0.7492
38298.0,38298.0,19.0,4.0,13.0,2.0,3.0,1087.0,0.2527,0.5932,12.0,0.6985,0.632022472,0.606382979,26000.0,13667.0,17750.0,21250.0,58289.0,17400.0,43268.0,82689.0,81900.0,46069.0,15500.0,35211.0,59734.0,55500.0,0.4896,Loras College,Dubuque,0.8287,0.6848
50320.0,50320.0,19.0,4.0,33.0,2.0,3.0,1454.0,0.1925,0.6043,10.0,0.75,0.689804772,0.718940937,27000.0,22000.0,21875.0,22225.0,59850.0,14200.0,42196.0,82716.0,80200.0,49541.0,11300.0,35806.0,64431.0,58700.0,0.6337,Luther College,Decorah,0.7925,0.7255
17328.0,17328.0,19.0,4.0,12.0,2.0,3.0,905.0,0.3388,0.6381,7.0,0.4857,0.613496933,0.503597122,14745.0,12500.0,12500.0,9975.0,62234.0,8700.0,42673.0,82563.0,77300.0,53375.0,16800.0,39691.0,70614.0,63800.0,0.4545,Mercy College of Health Sciences,Des Moines,0.5263,0.5
38190.0,38190.0,19.0,4.0,13.0,2.0,3.0,1166.0,0.3153,0.688,12.0,0.5284,0.533957845,0.574257426,26028.0,11625.0,15000.0,18374.0,55494.0,13300.0,38502.0,76503.0,61600.0,47687.0,13100.0,34082.0,63704.0,54300.0,0.4205,Morningside University,Sioux City,0.6936,0.5418
39070.0,39070.0,19.0,4.0,12.0,2.0,3.0,1135.0,0.2589,0.5696,13.0,0.5588,0.657894737,0.716707022,23699.0,18750.0,17500.0,18750.0,60787.0,17000.0,44476.0,83487.0,75000.0,52871.0,14500.0,38976.0,71039.0,62300.0,0.5168,Mount Mercy University,Cedar Rapids,0.7014,0.5991
9728.0,21272.0,19.0,4.0,13.0,1.0,3.0,7599.0,0.238,0.4381,17.0,0.6894,0.610340479,0.622111464,19691.0,15131.0,16667.0,16721.0,55177.0,17600.0,40595.0,72594.0,74100.0,47222.0,14600.0,35340.0,60839.0,58700.0,0.4518,University of Northern Iowa,Cedar Falls,0.846,0.6982
35300.0,35300.0,19.0,4.0,32.0,2.0,3.0,1125.0,0.2274,0.5418,14.0,0.6357,0.529661017,0.534050179,23249.0,9453.0,15060.0,19875.0,49802.0,10800.0,35860.0,69611.0,65900.0,46731.0,10800.0,33748.0,66115.0,52200.0,0.5714,Northwestern College,Orange City,0.7986,0.7115
35598.0,35598.0,19.0,4.0,12.0,2.0,3.0,2101.0,0.279,0.6667,11.0,0.6285,0.578125,0.585298197,25000.0,22487.0,18750.0,19500.0,59531.0,16400.0,40633.0,80745.0,82000.0,51616.0,12900.0,34400.0,70838.0,67200.0,0.5416,Saint Ambrose University,Davenport,0.8362,0.6443
46212.0,46212.0,19.0,4.0,31.0,2.0,3.0,1130.0,0.3265,0.7045,11.0,0.6566,0.707571802,0.74904943,26000.0,15473.0,17500.0,22738.0,59274.0,17700.0,42841.0,81432.0,79500.0,49946.0,15700.0,38798.0,65694.0,57900.0,0.5253,Simpson College,Indianola,0.76,0.6925
19000.0,19000.0,19.0,4.0,43.0,2.0,3.0,2021.0,0.3252,0.4901,22.0,0.4147,0.424966799,0.318438914,25000.0,19255.0,17500.0,15000.0,52766.0,10500.0,34231.0,73435.0,74800.0,48776.0,10900.0,32413.0,67934.0,64500.0,0.2944,Upper Iowa University,Fayette,0.5936,0.3797
25220.0,25220.0,19.0,4.0,43.0,3.0,3.0,2103.0,0.339,0.3865,22.0,0.2897,0.449799197,0.43125,18752.0,9500.0,12407.0,14025.0,51165.0,13000.0,31771.0,79077.0,66000.0,50515.0,9200.0,32508.0,78650.0,49600.0,0.1357,Waldorf University,Forest City,0.5175,0.3417
51040.0,51040.0,19.0,4.0,32.0,2.0,3.0,1446.0,0.2147,0.6399,13.0,0.6682,0.690322581,0.591280654,27000.0,13564.0,19500.0,21375.0,56201.0,15500.0,41047.0,77239.0,80900.0,48795.0,13400.0,36469.0,65041.0,59400.0,0.5412,Wartburg College,Waverly,0.8029,0.6978
28750.0,28750.0,19.0,4.0,33.0,2.0,3.0,1391.0,0.4558,0.8818,13.0,0.2924,0.365546218,0.28125,22415.0,12500.0,11844.0,12039.0,48936.0,10700.0,29672.0,69661.0,76800.0,40189.0,7800.0,22720.0,56860.0,63300.0,0.2166,William Penn University,Oskaloosa,0.5623,0.3247
33900.0,33900.0,20.0,4.0,42.0,2.0,3.0,1080.0,0.2386,0.4407,12.0,0.5938,0.57719715,0.578021978,25000.0,18445.0,20000.0,16815.0,63855.0,15000.0,42665.0,90310.0,89300.0,54747.0,14100.0,36827.0,76048.0,77600.0,0.4727,Baker University,Baldwin City,0.7424,0.6209
34800.0,34800.0,20.0,4.0,32.0,2.0,3.0,2236.0,0.1621,0.63,15.0,0.6507,0.48960739,0.513647643,24599.0,17136.0,19000.0,18500.0,53175.0,10100.0,34898.0,74536.0,73100.0,45000.0,9200.0,31444.0,65983.0,50800.0,0.5662,Benedictine College,Atchison,0.8044,0.6391
31946.0,31946.0,20.0,4.0,43.0,2.0,3.0,583.0,0.4328,0.6828,12.0,0.2867,0.374501992,0.359375,23250.0,9500.0,9500.0,9500.0,49694.0,10800.0,32608.0,65722.0,77900.0,40805.0,8500.0,25974.0,53882.0,52000.0,0.2401,Bethany College,Lindsborg,0.4903,0.323
34002.0,34002.0,20.0,4.0,32.0,2.0,3.0,499.0,0.3879,0.7071,11.0,0.4309,0.43814433,0.439153439,24000.0,12000.0,12000.0,12803.0,49898.0,12700.0,33144.0,70949.0,62200.0,40808.0,11600.0,26352.0,54722.0,58200.0,0.2764,Bethel College-North Newton,North Newton,0.6036,0.4729
21000.0,21000.0,20.0,4.0,33.0,2.0,3.0,394.0,0.4311,0.6007,11.0,0.2303,0.28009828,0.32304038,27000.0,14750.0,16328.0,15874.0,44468.0,6000.0,25841.0,67221.0,61600.0,37685.0,7300.0,19599.0,57080.0,45800.0,0.2222,Central Christian College of Kansas,McPherson,0.5946,0.1875
7356.0,15669.0,20.0,4.0,33.0,1.0,3.0,2328.0,0.3401,0.6062,17.0,0.543,0.480662983,0.466399198,19500.0,14202.0,13375.0,14257.0,47601.0,10100.0,32486.0,63000.0,64500.0,41389.0,8800.0,27221.0,53647.0,52100.0,0.3858,Emporia State University,Emporia,0.6742,0.5144
5633.0,16811.0,20.0,4.0,33.0,1.0,3.0,9792.0,0.2227,0.27,14.0,0.4785,0.36178682,0.371175166,21000.0,14250.0,14250.0,14000.0,48928.0,11600.0,32233.0,68294.0,69000.0,44428.0,9100.0,30111.0,61387.0,59100.0,0.3273,Fort Hays State University,Hays,0.7684,0.5174
32748.0,32748.0,20.0,4.0,11.0,2.0,3.0,1015.0,0.3365,0.5,14.0,0.6149,0.411764706,0.431654676,25000.0,16750.0,18375.0,16000.0,52113.0,12300.0,34181.0,78208.0,85900.0,42960.0,10600.0,24299.0,58811.0,68700.0,0.523,Friends University,Wichita,0.6962,0.4146
11700.0,29412.0,20.0,4.0,13.0,1.0,3.0,19857.0,0.1953,0.3736,17.0,0.6879,0.453403447,0.562604341,21000.0,15017.0,15500.0,15750.0,61945.0,13700.0,40390.0,88093.0,91600.0,51217.0,11200.0,33429.0,70455.0,69200.0,0.5366,University of Kansas,Lawrence,0.8513,0.673
35500.0,35500.0,20.0,4.0,11.0,2.0,3.0,857.0,0.124,0.18,13.0,0.5377,0.596091205,0.539589443,20801.0,17365.0,15625.0,14039.0,55041.0,9300.0,36017.0,73763.0,76100.0,47051.0,12700.0,32005.0,62689.0,58300.0,0.3816,Newman University,Wichita,0.7073,0.6139
10942.0,27816.0,20.0,4.0,13.0,1.0,3.0,14835.0,0.1934,0.3664,18.0,0.7047,0.546298984,0.585549288,21250.0,17500.0,17086.0,17300.0,57262.0,13200.0,38852.0,82952.0,85600.0,49330.0,11400.0,33965.0,67907.0,65100.0,0.4688,Kansas State University,Manhattan,0.8716,0.6969
33470.0,33470.0,20.0,4.0,33.0,2.0,3.0,894.0,0.4083,0.7358,13.0,0.3846,0.428030303,0.421052632,23250.0,14375.0,16557.0,15000.0,51152.0,9900.0,34126.0,77736.0,63200.0,44811.0,9300.0,28890.0,61383.0,55000.0,0.3352,Kansas Wesleyan University,Salina,0.5983,0.3924
